timestamp,Bull_education_Magaret,Bull_education_Myra,Bull_lodging_Melissa,Bull_education_Juan,Bull_lodging_Lettie,Bull_lodging_Travis,Bull_office_Trevor,Bull_office_Chantel,Bull_office_Yvonne,Hog_education_Wayne,Hog_office_Mari,Hog_office_Cornell,Hog_office_Sonny,Hog_education_Janell,Hog_lodging_Mauricio,Hog_education_Sonia,Hog_lodging_Ora,Hog_lodging_Celeste
2016-02-01 10:00:00,28.8378,5.5815,106.9788,115.351,13.9538,454.8922,26.047,53.9545,24.1865,498.0078,131.9482,11837.8125,304.39,5861.7188,2030.1562,5590.0781,2208.8672,288.3203
2016-02-01 11:00:00,21.3958,2.7908,86.5132,77.2108,13.0235,429.7755,26.9772,30.6982,15.8142,471.7969,138.501,10980.0,295.24,7005.4688,1972.9688,5175.4688,2051.6016,274.0234
2016-02-01 12:00:00,11.163,2.7908,80.0015,75.3502,13.9538,426.0545,26.047,31.6285,15.8142,440.8203,109.3115,10236.5625,287.92,5509.0625,1744.2188,4675.0781,1987.2656,247.8125
2016-02-01 13:00:00,29.768,3.721,53.9545,57.6755,6.5118,362.7975,24.1865,40.931,7.442,450.3516,122.417,9721.875,278.16,5308.9062,1744.2188,4424.8828,1972.9688,249.0039
2016-02-01 14:00:00,18.605,2.7908,53.9545,55.815,13.0235,224.1902,21.3958,25.1167,14.884,443.2031,68.8037,10465.3125,272.06,6547.9688,1601.25,4339.1016,1679.8828,258.5352
2016-02-01 15:00:00,12.0932,0.0,53.0242,55.815,14.884,223.26,21.3958,39.0705,8.3722,533.75,101.5674,11037.1875,277.55,5537.6562,1744.2188,4460.625,1729.9219,231.1328
2016-02-01 16:00:00,22.326,2.7908,39.0705,56.7452,13.9538,226.981,18.605,40.0008,16.7445,471.7969,109.0137,11323.125,305.0,4222.3438,1744.2188,4825.1953,2001.5625,235.8984
2016-02-01 17:00:00,3.721,2.7908,41.8612,74.42,14.884,381.4025,21.3958,51.1638,15.8142,481.3281,134.0332,11265.9375,311.71,4165.1562,1801.4062,5103.9844,1944.375,264.4922
2016-02-01 18:00:00,23.2562,2.7908,53.9545,56.7452,12.0932,340.4715,21.3958,52.094,7.442,455.1172,125.6934,10522.5,301.34,4212.8125,1801.4062,5182.6172,2380.4297,274.0234
2016-02-01 19:00:00,10.2328,2.7908,40.931,56.7452,13.9538,358.1462,22.326,65.1175,15.8142,445.5859,135.5224,10350.9375,285.48,4184.2188,1830.0,5154.0234,2194.5703,258.5352
2016-02-01 20:00:00,26.9772,2.7908,69.7688,55.815,7.442,320.9362,20.4655,56.7452,7.442,424.1406,135.8203,10522.5,239.12,4260.4688,1887.1875,5318.4375,2180.2734,254.9609
2016-02-01 21:00:00,23.2562,1.8605,81.862,74.42,15.8142,364.658,19.5352,78.141,7.442,381.25,158.1592,10465.3125,258.64,4146.0938,1944.375,5897.4609,2451.9141,266.875
2016-02-01 22:00:00,11.163,2.7908,107.909,94.8855,14.884,406.5192,19.5352,26.047,15.8142,378.8672,145.3516,10579.6875,254.98,4289.0625,2001.5625,4996.7578,2201.7188,330.0195
2016-02-01 23:00:00,23.2562,2.7908,116.2812,76.2805,13.0235,433.4965,22.326,26.047,8.3722,393.1641,5.3613,10694.0625,267.79,4651.25,1915.7812,4989.6094,2387.5781,326.4453
2016-02-02 00:00:00,31.6285,2.7908,96.746,55.815,13.9538,464.1948,18.605,57.6755,13.9538,378.8672,0.0,10293.75,262.91,4632.1875,1915.7812,4868.0859,2459.0625,293.0859
2016-02-02 01:00:00,5.5815,0.0,64.1872,74.42,13.0235,439.078,21.3958,28.8378,21.3958,378.8672,0.0,10007.8125,257.42,4622.6562,1772.8125,4818.0469,1872.8906,285.9375
2016-02-02 02:00:00,2.7908,2.7908,79.0712,93.9553,13.0235,401.86800000000005,27.9075,34.4192,30.6982,386.0156,0.0,9950.625,262.3,4765.625,1658.4375,4796.6016,1579.8047,243.0469
2016-02-02 03:00:00,12.0932,2.7908,67.9082,75.3502,13.0235,362.7975,26.9772,31.6285,33.489000000000004,381.25,0.2979,9893.4375,259.25,4717.9688,1629.8438,4810.8984,1451.1328,240.6641
2016-02-02 04:00:00,6.5118,2.7908,65.1175,75.3502,13.0235,335.8202,26.9772,40.0008,32.5587,390.7812,22.9346,10065.0,264.13,4689.375,1715.625,4825.1953,1629.8438,234.707
2016-02-02 05:00:00,43.7218,2.7908,67.9082,93.9553,13.9538,320.9362,30.6982,34.4192,40.931,390.7812,74.4629,10007.8125,276.94,4717.9688,1658.4375,5011.0547,1501.1719,229.9414
2016-02-02 06:00:00,34.4192,2.7908,82.7922,94.8855,13.9538,338.611,26.9772,61.3965,44.652,402.6953,142.9688,10694.0625,279.38,4765.625,1687.0312,5039.6484,1601.25,231.1328
2016-02-02 07:00:00,48.37300000000001,2.7908,82.7922,130.235,6.5118,359.0765,31.6285,48.37300000000001,48.37300000000001,512.3047,226.0693,11323.125,431.27,4756.0938,1915.7812,5847.4219,1937.2266,241.8555
2016-02-02 08:00:00,45.5822,2.7908,106.9788,132.0955,19.5352,454.8922,39.0705,62.3268,56.7452,483.7109,215.6445,11494.6875,426.39,7377.1875,2001.5625,5926.0547,2566.2891,282.3633
2016-02-02 09:00:00,21.3958,4.6512,133.0257,116.2812,13.0235,487.451,31.6285,61.3965,31.6285,457.5,183.7744,12409.6875,403.82,8949.8438,2230.3125,5783.0859,1808.5547,380.0586
2016-02-02 10:00:00,19.5352,3.721,93.9553,93.9553,13.0235,415.8217,26.047,62.3268,33.489000000000004,455.1172,146.543,12009.375,347.7,6414.5312,2030.1562,5897.4609,1658.4375,306.1914
2016-02-02 11:00:00,20.4655,2.7908,80.9318,66.97800000000001,13.0235,427.915,25.1167,63.257,22.326,440.8203,149.5215,11723.4375,343.43,8435.1562,1972.9688,5683.0078,2466.2109,285.9375
2016-02-02 12:00:00,22.326,1.8605,93.025,55.815,13.0235,431.636,26.047,51.1638,31.6285,436.0547,158.7549,11437.5,331.23,6957.8125,1858.5938,5468.5547,2709.2578,283.5547
2016-02-02 13:00:00,22.326,2.7908,66.0478,57.6755,13.0235,359.0765,27.9075,26.9772,31.6285,431.2891,163.8184,12238.125,348.92,7300.9375,2030.1562,5733.0469,2308.9453,265.6836
2016-02-02 14:00:00,27.9075,2.7908,53.0242,37.21,7.442,367.4488,26.9772,44.652,14.884,500.3906,145.3516,11895.0,322.08,7482.0312,1944.375,5575.7812,2330.3906,282.3633
2016-02-02 15:00:00,5.5815,2.7908,40.931,57.6755,14.884,334.89,20.4655,27.9075,17.6748,526.6016,162.3291,11780.625,323.3,7215.1562,1887.1875,5611.5234,2044.4531,257.3438
2016-02-02 16:00:00,29.768,2.7908,66.0478,49.3032,6.5118,343.2622,21.3958,37.21,10.2328,445.5859,148.0322,11952.1875,319.64,4298.5938,1772.8125,5568.6328,2280.3516,266.875
2016-02-02 17:00:00,19.5352,3.721,40.0008,44.652,14.884,314.4245,20.4655,25.1167,13.0235,428.9062,165.9033,11952.1875,334.28,4460.625,1887.1875,5582.9297,2323.2422,264.4922
2016-02-02 18:00:00,9.3025,2.7908,70.699,55.815,7.442,337.6808,29.768,42.7915,17.6748,405.0781,153.6914,11437.5,353.19,4346.25,2001.5625,5497.1484,2451.9141,271.6406
2016-02-02 19:00:00,29.768,3.721,67.9082,73.4898,14.884,317.2152,27.9075,95.8158,14.884,433.6719,166.7969,11609.0625,325.13,4546.4062,2030.1562,5654.4141,2609.1797,294.2774
2016-02-02 20:00:00,26.9772,1.8605,97.6762,93.9553,15.8142,362.7975,21.3958,83.7225,16.7445,402.6953,156.3721,11609.0625,280.6,4603.5938,2087.3438,5876.0156,2702.1094,301.4258
2016-02-02 21:00:00,26.047,6.5118,94.8855,94.8855,13.0235,388.8445,20.4655,102.3275,22.326,419.375,164.7119,11551.875,283.04,4374.8438,2058.75,5254.1016,2387.5781,321.6797
2016-02-02 22:00:00,27.9075,3.721,120.0022,94.8855,14.884,419.5428,20.4655,71.6292,40.0008,407.4609,157.8613,11837.8125,274.5,4613.125,2258.9062,5332.7344,2551.9922,351.4649
2016-02-02 23:00:00,33.489000000000004,2.7908,121.8628,93.9553,13.0235,482.7998,22.326,45.5822,40.931,419.375,5.6592,11952.1875,287.92,4546.4062,2058.75,5339.8828,2602.0312,338.3594
2016-02-03 00:00:00,30.6982,2.7908,106.9788,112.5602,13.0235,502.335,21.3958,47.4428,47.4428,426.5234,0.2979,11952.1875,297.68,4641.7188,2173.125,5411.3672,2509.1016,341.9336
2016-02-03 01:00:00,3.721,2.7908,108.8392,130.235,13.0235,534.8938,20.4655,50.2335,56.7452,426.5234,29.7852,12180.9375,363.56,4860.9375,2030.1562,5504.2969,2337.5391,309.7656
2016-02-03 02:00:00,24.1865,1.8605,93.9553,130.235,6.5118,520.0098,19.5352,53.9545,65.1175,436.0547,4.7656,12066.5625,497.76,4927.6562,2058.75,5632.9688,1980.1172,275.2148
2016-02-03 03:00:00,2.7908,2.7908,80.0015,132.0955,13.9538,464.1948,20.4655,63.257,58.6058,443.2031,0.0,12180.9375,484.34,4994.375,1915.7812,5668.7109,1787.1094,266.875
2016-02-03 04:00:00,6.5118,2.7908,106.9788,149.7702,13.0235,453.962,13.0235,63.257,70.699,436.0547,0.2979,12180.9375,474.58,5118.2812,2001.5625,5783.0859,1872.8906,252.5781
2016-02-03 05:00:00,67.9082,2.7908,94.8855,154.4215,13.0235,478.1485,25.1167,56.7452,67.9082,452.7344,49.1455,12638.4375,468.48,5165.9375,2001.5625,6876.7969,1765.6641,274.0234
2016-02-03 06:00:00,54.8848,2.7908,110.6998,173.0265,13.9538,484.6602,17.6748,63.257,80.9318,464.6484,169.1797,13553.4375,359.29,5280.3125,1972.9688,6233.4375,1965.8203,254.9609
2016-02-03 07:00:00,67.9082,3.721,108.8392,200.0038,7.442,538.6148,46.5125,106.9788,83.7225,579.0234,253.4717,13953.75,513.01,5537.6562,2173.125,7169.8828,2387.5781,297.8516
2016-02-03 08:00:00,55.815,4.6512,133.0257,200.0038,22.326,638.1515,40.931,89.304,84.65275,567.1094,263.3008,15097.5,503.86,6967.3438,2573.4375,7320.0,2923.7109,333.5938
2016-02-03 09:00:00,60.4662,2.7908,133.95595,170.2358,13.9538,653.9658,47.4428,64.1872,85.583,590.9375,213.2617,16470.0,497.76,9130.9375,2659.2188,7370.0391,2887.9688,340.7422
2016-02-03 10:00:00,42.7915,6.5118,134.8862,131.1653,13.0235,611.1742,40.0008,53.9545,13.9538,590.9375,179.6045,16184.0625,461.16,8168.2812,2516.25,7341.4453,2530.5469,358.6133
2016-02-03 11:00:00,3.721,0.0,26.9772,26.047,0.0,100.467,15.8142,11.163,0.0,600.4688,152.7979,15783.75,466.04,8473.2812,2459.0625,7091.25,2551.9922,356.2305
2016-02-03 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.875,152.7979,15326.25,447.74,6872.0312,2316.0938,6619.4531,2509.1016,296.6601
2016-02-03 13:00:00,13.0235,8.3722,39.5356,56.2801,40.0008,180.9336,21.39575,22.326,0.0,571.875,137.9053,15040.3125,412.36,7729.8438,2230.3125,6340.6641,2387.5781,296.6601
2016-02-03 14:00:00,26.047,3.721,79.0712,112.5602,13.0235,361.8672,42.7915,44.652,51.1638,600.4688,124.2041,14811.5625,374.54,7015.0,2115.9375,6362.1094,2444.7656,296.6601
2016-02-03 15:00:00,25.1167,5.5815,93.9553,112.5602,13.0235,383.263,35.3495,45.5822,40.931,612.3828,93.5254,14411.25,346.48,8740.1562,2001.5625,5976.0938,1972.9688,278.7891
2016-02-03 16:00:00,25.1167,2.7908,79.0712,113.4905,13.0235,365.5882,29.768,51.1638,40.0008,564.7266,112.8857,14296.875,359.9,5251.7188,2058.75,5940.3516,2373.2812,279.9805
2016-02-03 17:00:00,32.5587,3.721,93.9553,112.5602,14.884,341.4018,28.8378,41.8612,49.3032,536.1328,117.0557,14411.25,366.0,5337.5,2115.9375,6026.1328,2001.5625,277.5977
2016-02-03 18:00:00,18.605,2.7908,40.0008,57.6755,6.5118,189.771,25.1167,19.5352,26.9772,519.4531,156.0742,13267.5,406.87,5280.3125,2144.5312,6254.8828,2609.1797,279.9805
2016-02-03 19:00:00,57.6755,0.0,146.0492,208.376,20.4655,651.175,39.0705,102.3275,41.8612,519.4531,159.6484,13095.9375,383.69,5118.2812,2287.5,6362.1094,2294.6484,295.4688
2016-02-03 20:00:00,32.5587,8.3722,129.3047,158.1425,13.0235,428.8452,31.6285,112.5602,56.7452,509.9219,171.2646,13553.4375,342.82,4927.6562,2373.2812,6533.6719,2895.1172,306.1914
2016-02-03 21:00:00,48.37300000000001,1.8605,112.5602,173.9568,13.9538,544.1962,27.9075,105.1182,51.1638,469.4141,179.6045,13267.5,347.7,5089.6875,2344.6875,5968.9453,2473.3594,357.4219
2016-02-03 22:00:00,53.0242,3.721,149.7702,166.5148,13.0235,582.3365,21.3958,80.0015,56.7452,471.7969,192.4121,13381.875,347.7,5146.875,2401.875,6362.1094,2716.4062,350.2734
2016-02-03 23:00:00,44.652,5.5815,134.8862,141.398,13.9538,560.9408,19.5352,53.0242,64.1872,478.9453,8.9356,13953.75,361.12,5204.0625,2487.6562,6648.0469,3095.2734,402.6953
2016-02-04 00:00:00,61.3965,2.7908,128.3745,133.0257,14.884,650.2448,8.3722,58.6058,58.6058,476.5625,0.2979,13953.75,387.35,5223.125,2430.4688,7505.8594,2938.0078,380.0586
2016-02-04 01:00:00,10.2328,3.721,133.95600000000002,140.4678,13.9538,644.6633,12.0932,67.9082,66.0478,488.4766,3.2764,13839.375,559.37,5404.2188,2459.0625,6883.9453,2737.8516,345.5078
2016-02-04 02:00:00,0.0,3.721,108.8392,146.9795,21.3958,617.686,11.163,62.3268,65.1175,493.2422,3.8721,14010.9375,543.51,5613.9062,2373.2812,7005.4688,2401.875,295.4688
2016-02-04 03:00:00,2.7908,2.7908,106.0485,150.7005,19.5352,592.5692,7.442,61.3965,66.0478,486.0938,0.5957,14125.3125,589.26,5690.1562,2258.9062,7069.8047,2158.8281,283.5547
2016-02-04 04:00:00,9.3025,3.721,107.909,133.95600000000002,13.0235,566.5222,26.047,85.583,56.7452,488.4766,0.2979,14068.125,506.3,5737.8125,2344.6875,7119.8438,2173.125,279.9805
2016-02-04 05:00:00,89.304,1.8605,106.0485,146.0492,13.9538,573.034,22.326,62.3268,74.42,483.7109,65.5274,14182.5,458.72,5775.9375,2316.0938,7348.5938,2301.7969,282.3633
2016-02-04 06:00:00,71.6292,2.7908,107.909,151.6307,20.4655,557.2198,22.326,58.6058,59.536,495.625,176.62599999999995,15154.6875,455.67,5680.625,2258.9062,7291.4062,2144.5312,279.9805
2016-02-04 07:00:00,72.5595,6.5118,135.8165,237.2138,13.9538,600.9415,55.815,71.6292,72.5595,648.125,263.3008,15497.8125,634.4,5652.0312,2401.875,8292.1875,2766.4453,303.8086
2016-02-04 08:00:00,77.2108,2.7908,147.9098,227.9112,19.5352,658.617,53.0242,101.3972,74.42,657.6562,272.832,15269.0625,641.72,7005.4688,2716.4062,8413.7109,2873.6719,316.9141
2016-02-04 09:00:00,64.1872,6.5118,162.7938,198.1432,13.0235,715.3622,55.815,87.4435,76.2805,664.8047,225.1758,16470.0,564.86,8825.9375,2659.2188,8163.5156,3152.4609,394.3555
2016-02-04 10:00:00,47.4428,5.5815,134.8862,148.84,21.3958,634.4305,46.5125,76.2805,55.815,621.9141,165.9033,15269.0625,428.83,7253.2812,2573.4375,7891.875,2973.75,356.2305
2016-02-04 11:00:00,40.931,2.7908,121.8628,127.4442,13.0235,555.3592,40.0008,66.97800000000001,33.489000000000004,645.7422,141.1816,14125.3125,416.63,8730.625,2430.4688,7255.6641,2659.2188,328.8281
2016-02-04 12:00:00,36.2798,3.721,120.9325,144.1888,13.9538,506.9862,27.9075,48.37300000000001,31.6285,612.3828,145.0537,13553.4375,373.32,7138.9062,2230.3125,6876.7969,2709.2578,291.8945
2016-02-04 13:00:00,38.1402,4.6512,82.7922,90.2342,13.9538,391.6352,35.3495,64.1872,31.6285,521.8359,135.5224,13896.5625,353.8,4994.375,2344.6875,6547.9688,2537.6953,282.3633
2016-02-04 14:00:00,39.0705,2.7908,93.9553,119.072,13.9538,423.2638,17.6748,57.6755,31.6285,574.2578,136.1182,13667.8125,366.0,5842.6562,2287.5,6312.0703,2501.9531,300.2344
2016-02-04 15:00:00,33.489000000000004,3.721,80.0015,113.4905,12.0932,426.0545,28.8378,53.9545,28.8378,555.1953,137.9053,13153.125,346.48,8244.5312,2087.3438,6154.8047,2473.3594,290.7031
2016-02-04 16:00:00,25.1167,2.7908,82.7922,132.0955,13.9538,402.7982,15.8142,42.7915,24.1865,521.8359,156.6699,12867.1875,347.7,4841.875,2058.75,5861.7188,2180.2734,281.1719
2016-02-04 17:00:00,44.652,5.5815,92.0947,116.2812,13.0235,364.658,11.163,40.931,22.326,517.0703,162.6269,12581.25,336.72,5242.1875,2058.75,5825.9766,2087.3438,284.7461
2016-02-04 18:00:00,25.1167,2.7908,93.9553,134.8862,13.0235,418.6125,22.326,57.6755,24.1865,528.9844,166.49900000000005,11723.4375,360.51,4679.8438,2115.9375,6047.5781,2609.1797,288.3203
2016-02-04 19:00:00,50.2335,2.7908,107.909,156.282,14.884,493.0325,35.3495,106.9788,7.442,517.0703,151.3086,11837.8125,336.11,4937.1875,2201.7188,6998.3203,2795.0391,290.7031
2016-02-04 20:00:00,41.8612,4.6512,108.8392,177.6777,14.884,523.7308,36.2798,97.6762,30.6982,509.9219,163.5205,12238.125,297.68,5318.4375,2344.6875,6161.9531,2680.6641,297.8516
2016-02-04 21:00:00,49.3032,2.7908,121.8628,178.608,13.9538,556.2895,32.5587,97.6762,40.0008,478.9453,170.6689,13095.9375,324.52,5261.25,2401.875,5940.3516,2837.9297,320.4883
2016-02-04 22:00:00,51.1638,2.7908,136.7468,200.93400000000003,13.0235,601.8717,28.8378,50.2335,41.8612,476.5625,181.0938,13153.125,335.5,5537.6562,2516.25,6140.5078,2938.0078,344.3164
2016-02-04 23:00:00,46.5125,6.5118,136.7468,119.072,19.5352,617.686,22.326,64.1872,45.5822,481.3281,6.5527,13496.25,353.8,5680.625,2487.6562,6211.9922,2787.8906,357.4219
2016-02-05 00:00:00,55.815,2.7908,135.8165,125.5838,13.9538,643.7330000000002,21.3958,59.536,48.37300000000001,488.4766,0.2979,13667.8125,365.39,5842.6562,2430.4688,6333.5156,2902.2656,365.7617
2016-02-05 01:00:00,0.0,2.7908,108.8392,122.793,20.4655,670.7103,0.0,58.6058,45.5822,502.7734,0.0,13553.4375,505.69,5947.5,2487.6562,6390.7031,2437.6172,362.1875
2016-02-05 02:00:00,11.163,3.721,106.9788,115.351,19.5352,626.9885,13.0235,71.6292,53.9545,502.7734,0.0,13324.6875,544.12,6119.0625,2373.2812,6612.3047,2258.9062,319.2969
2016-02-05 03:00:00,0.0,2.7908,108.8392,148.84,17.6748,670.7103,6.5118,71.6292,53.0242,512.3047,0.2979,13953.75,528.26,6204.8438,2287.5,6733.8281,2230.3125,284.7461
2016-02-05 04:00:00,18.605,2.7908,107.909,147.9098,19.5352,567.4525,9.3025,65.1175,53.9545,507.5391,0.0,14296.875,547.17,6195.3125,2287.5,7026.9141,2308.9453,290.7031
2016-02-05 05:00:00,89.304,2.7908,102.3275,138.6072,18.605,599.081,12.0932,64.1872,56.7452,528.9844,64.6338,14811.5625,464.82,6395.4688,2373.2812,7534.4531,2073.0469,297.8516
2016-02-05 06:00:00,58.6058,2.7908,95.8158,148.84,13.9538,579.5458,21.3958,67.9082,56.7452,576.6406,191.5186,15726.5625,472.14,6852.9688,2344.6875,7741.7578,2358.9844,301.4258
2016-02-05 07:00:00,74.42,7.442,124.6535,204.655,19.5352,591.639,48.37300000000001,65.1175,66.97800000000001,693.3984,277.2998,16412.8125,666.73,6881.5625,2573.4375,8763.9844,2480.5078,302.6172
2016-02-05 08:00:00,74.42,6.5118,160.003,230.702,13.0235,675.3615,54.8848,81.862,68.8385,695.7812,296.0644,16641.5625,663.68,8978.4375,2859.375,8921.25,3059.5312,388.3984
2016-02-05 09:00:00,63.257,6.5118,147.9098,180.4685,21.3958,696.7572,54.8848,74.42,53.9545,745.8203,227.8564,17099.0625,613.05,9636.0938,2916.5625,8856.9141,1594.1016,349.082
2016-02-05 10:00:00,37.21,3.721,135.8165,152.561,20.4655,618.6162,40.0008,66.97800000000001,48.37300000000001,638.5938,167.9883,16641.5625,468.48,8501.875,2773.5938,8285.0391,2459.0625,335.9766
2016-02-05 11:00:00,38.1402,2.7908,133.95600000000002,119.072,13.0235,511.6375,48.37300000000001,66.0478,24.1865,633.8281,154.5849,15326.25,451.4,8864.0625,2630.625,7820.3906,2730.7031,350.2734
2016-02-05 12:00:00,39.0705,5.5815,108.8392,126.514,19.5352,447.4502,35.3495,47.4428,18.605,598.0859,137.6074,13896.5625,452.62,6490.7812,2516.25,6998.3203,2537.6953,338.3594
2016-02-05 13:00:00,40.0008,2.7908,106.0485,113.4905,13.9538,432.5662,42.7915,46.5125,14.884,526.6016,144.7559,12981.5625,327.57,6662.3438,2287.5,7670.2734,2566.2891,303.8086
2016-02-05 14:00:00,32.5587,2.7908,81.862,131.1653,13.9538,420.473,39.0705,45.5822,14.884,564.7266,135.5224,12238.125,326.35,6681.4062,2087.3438,6211.9922,2666.3672,295.4688
2016-02-05 15:00:00,30.6982,3.721,93.9553,113.4905,13.9538,392.5655,30.6982,53.0242,14.884,528.9844,137.3096,11952.1875,302.56,5833.125,2001.5625,6011.8359,2416.1719,295.4688
2016-02-05 16:00:00,26.047,4.6512,79.0712,112.5602,19.5352,425.1242,26.9772,60.4662,15.8142,545.6641,133.4375,12066.5625,301.34,4794.2188,2058.75,5818.8281,2523.3984,281.1719
2016-02-05 17:00:00,26.047,3.721,85.583,113.4905,13.0235,406.5192,22.326,38.1402,22.326,531.3672,179.0088,12409.6875,319.64,4822.8125,2230.3125,5968.9453,2637.7734,296.6601
2016-02-05 18:00:00,24.1865,2.7908,99.5368,113.4905,13.0235,392.5655,27.9075,51.1638,15.8142,507.5391,164.4141,11323.125,353.19,4717.9688,2144.5312,6176.25,2737.8516,320.4883
2016-02-05 19:00:00,35.3495,5.5815,94.8855,141.398,20.4655,461.404,35.3495,70.699,17.6748,488.4766,162.0312,11380.3125,339.16,4717.9688,2230.3125,6283.4766,2709.2578,324.0625
2016-02-05 20:00:00,48.37300000000001,1.8605,106.9788,144.1888,13.0235,437.2175,17.6748,90.2342,30.6982,476.5625,157.5635,11151.5625,294.63,4832.3438,2201.7188,6383.5547,2759.2969,312.1484
2016-02-05 21:00:00,47.4428,2.7908,80.0015,153.4912,20.4655,474.4275,7.442,73.4898,28.8378,426.5234,170.3711,11380.3125,299.51,4546.4062,2087.3438,5768.7891,1922.9297,302.6172
2016-02-05 22:00:00,50.2335,2.7908,106.0485,160.9332,13.0235,479.0788,11.163,40.0008,38.1402,412.2266,159.6484,11380.3125,275.72,4594.0625,2115.9375,5690.1562,1837.1484,307.3828
2016-02-05 23:00:00,47.4428,2.7908,94.8855,80.0015,20.4655,470.7065,12.0932,44.652,35.3495,416.9922,5.6592,11094.375,273.28,4508.2812,2058.75,5647.2656,1872.8906,309.7656
2016-02-06 00:00:00,56.7452,2.7908,93.9553,112.5602,13.9538,507.9165,16.7445,57.6755,38.1402,402.6953,2.9785,10922.8125,272.67,4498.75,2030.1562,5411.3672,1830.0,300.2344
2016-02-06 01:00:00,0.0,2.7908,106.9788,131.1653,13.0235,484.6602,20.4655,45.5822,46.5125,419.375,6.8506,10350.9375,245.83,4517.8125,2001.5625,5332.7344,1715.625,305.0
2016-02-06 02:00:00,0.0,1.8605,82.7922,132.0955,20.4655,505.1258,23.2562,55.815,42.7915,405.0781,13.999,10408.125,253.76,4432.0312,1972.9688,5375.625,1872.8906,276.4062
2016-02-06 03:00:00,9.3025,2.7908,80.9318,133.0257,13.0235,507.9165,24.1865,66.0478,48.37300000000001,419.375,16.6797,10579.6875,259.86,4498.75,2030.1562,5432.8125,1801.4062,270.4492
2016-02-06 04:00:00,3.721,2.7908,91.1645,157.2122,13.9538,504.1955,21.3958,50.2335,47.4428,421.7578,8.3399,10579.6875,268.4,4594.0625,2001.5625,5504.2969,1644.1406,277.5977
2016-02-06 05:00:00,2.7908,3.721,83.7225,151.6307,21.3958,488.3812,21.3958,53.9545,54.8848,414.6094,16.3818,10694.0625,265.35,4536.875,2030.1562,5397.0703,1779.9609,269.2578
2016-02-06 06:00:00,13.9538,2.7908,80.9318,147.9098,13.9538,509.777,26.047,73.4898,72.5595,414.6094,11.3184,11208.75,331.84,4498.75,1887.1875,5439.9609,1658.4375,260.918
2016-02-06 07:00:00,3.721,1.8605,92.0947,189.771,13.9538,505.1258,20.4655,63.257,84.6528,414.6094,14.5947,11265.9375,326.35,4479.6875,1830.0,5733.0469,1894.3359,271.6406
2016-02-06 08:00:00,5.5815,2.7908,106.0485,202.7945,19.5352,529.3122,27.9075,64.1872,88.3738,426.5234,164.7119,11666.25,311.1,4651.25,1944.375,5718.75,1722.7734,269.2578
