timestamp,Fox_lodging_Stephen,Fox_education_Virginia,Fox_lodging_Stephan,Fox_office_Israel,Fox_education_Lilly,Fox_education_Kris,Fox_lodging_Warren,Fox_office_Clayton,Fox_office_Demetrius,Hog_education_Hallie,Hog_education_Wayne,Hog_office_Mari,Hog_lodging_Shanti,Hog_education_Jordan,Hog_office_Lavon,Hog_office_Almeda,Hog_lodging_Shonda,Hog_lodging_Mauricio
2016-02-03 02:00:00,83.9,4.76,30.22,129.81,173.44,34.75,29.69,27.57,277.05,66.196,135.004,33.251999999999995,252.58,65.91199999999999,20.787,45.846,95.0,174.0
2016-02-03 03:00:00,77.76,3.74,29.1,132.84,177.81,33.02,29.44,25.33,287.72,66.065,132.731,32.751,240.783,61.258,20.644,44.231,92.0,165.0
2016-02-03 04:00:00,78.48,57.19,28.76,128.91,174.1,30.13,28.83,24.18,288.94,65.734,128.893,33.065,229.459,58.827,21.297,44.346,89.0,162.0
2016-02-03 05:00:00,78.33,59.5875,28.81,131.5,175.1,31.35,27.88,32.75,307.46,65.861,132.892,34.509,225.716,58.722,22.751,44.517,87.0,154.0
2016-02-03 06:00:00,75.49,61.985,28.27,140.67,178.71,68.0,28.41,40.95,322.95,66.377,138.292,42.4,240.545,62.111,20.847,63.447,86.0,159.0
2016-02-03 07:00:00,76.67,64.3825,27.12,163.08,184.82,97.26,28.9,44.48,334.76,65.906,161.433,48.87600000000001,264.052,80.02600000000002,20.678,71.178,91.0,174.0
2016-02-03 08:00:00,78.81,66.78,27.74,175.0,223.2,108.96,30.26,59.79,314.58,66.546,169.918,57.486,283.648,106.669,20.369,81.714,104.0,184.0
2016-02-03 09:00:00,76.97,55.91,29.84,183.54,261.97,121.75,30.04,62.43,273.2,65.633,177.18599999999995,61.25,295.072,108.744,20.521,89.76100000000002,116.0,195.0
2016-02-03 10:00:00,83.29,37.23,31.34,189.96,268.12,117.57,30.49,67.39,243.01,71.316,193.889,62.43,307.671,130.857,20.27,92.728,123.0,192.0
2016-02-03 11:00:00,91.73,30.99,31.99,194.87,240.81,104.12,31.18,69.17,230.18,79.09899999999998,208.43,64.9,307.62,138.695,19.498,86.471,119.0,205.0
2016-02-03 12:00:00,100.25,27.1,38.56,195.68,261.69,96.16,32.52,70.53,221.03,82.09200000000001,210.276,66.327,312.366,147.042,19.413,88.307,132.0,212.0
2016-02-03 13:00:00,97.05,27.61,34.82,190.53,283.65,95.83,32.76,74.86,215.05,80.84100000000002,217.996,68.42,323.9240000000001,146.254,19.493,86.411,120.0,216.0
2016-02-03 14:00:00,100.46,26.07,35.78,193.81,278.34,89.06,30.34,75.69,207.55,78.921,214.86900000000003,68.62,315.644,149.037,19.98,80.443,123.0,214.0
2016-02-03 15:00:00,98.4,24.53,36.12,186.9,280.05,72.33,29.84,74.1,191.03,78.78,219.652,68.047,297.262,156.214,21.507,77.488,131.0,200.0
2016-02-03 16:00:00,95.66,24.71,32.61,178.31,269.62,69.54,31.6,74.9,186.27,77.156,220.919,64.67,301.077,154.234,19.779,73.652,140.0,201.0
2016-02-03 17:00:00,94.46,23.87,32.1,167.17,253.85,66.0,29.35,72.59,177.61,73.178,203.882,61.6,317.722,149.045,19.591,72.692,137.0,210.0
2016-02-03 18:00:00,119.35,23.67,34.37,163.0,235.22,65.84,38.1,72.8,184.05,71.359,193.372,53.897,330.571,150.444,19.907,72.05,121.0,219.0
2016-02-03 19:00:00,106.21,24.45,35.48,164.96,208.47,67.73,35.21,70.58,198.85,69.79899999999999,158.914,49.681,337.121,142.564,20.94400000000001,77.67,146.0,222.0
2016-02-03 20:00:00,106.29,30.94,35.67,154.19,189.25,63.87,36.65,69.31,211.23,67.322,147.64,48.465,344.63,134.309,21.392,77.638,128.0,220.0
2016-02-03 21:00:00,114.88,48.4,44.71,140.56,184.71,64.97,47.63,67.15,213.68,64.749,135.422,47.573,329.599,135.27,22.137,72.273,131.0,204.0
2016-02-03 22:00:00,114.74,45.44,43.58,136.05,189.48,57.19,35.32,65.89,223.0,63.594,139.263,45.392,314.161,134.709,22.082,70.135,145.0,201.0
2016-02-03 23:00:00,116.72,12.58,37.9,137.81,173.17,42.32,36.74,54.79,247.04,63.713,139.791,31.911,298.8640000000001,128.412,21.967,55.534,119.0,195.0
2016-02-04 00:00:00,105.01,2.78,35.27,138.47,169.3,31.4,34.49,37.91,260.28,63.803,138.322,29.79,284.25,78.801,23.01,54.015,121.0,188.0
2016-02-04 01:00:00,93.76,2.75,32.73,136.2,185.69,36.52,31.26,36.24,260.27,63.599,138.88299999999998,29.551,273.768,66.747,21.459,54.775,102.0,178.0
2016-02-04 02:00:00,82.42,2.54,32.0,135.52,178.1,36.63,28.75,31.69,265.09,63.489,132.488,29.469,250.735,65.652,20.92,47.754,96.0,168.0
2016-02-04 03:00:00,79.67,2.5,31.23,127.05,173.26,36.19,28.29,29.89,290.03,63.609,127.218,29.806,232.836,60.82899999999999,20.806,45.508,94.0,164.0
2016-02-04 04:00:00,75.27,56.63,31.3,120.09,172.52,29.97,28.2,29.74,289.13,63.346,129.314,29.722,245.802,58.425,20.865,45.94600000000001,87.0,159.0
2016-02-04 05:00:00,74.8,59.96,29.69,123.92,177.19,30.71,27.63,38.47,344.1,63.629,131.128,32.188,228.134,57.951,20.812,46.769,86.0,149.0
2016-02-04 06:00:00,76.25,63.290000000000006,30.64,141.75,180.43,68.22,27.18,43.25,353.69,63.524,134.259,38.783,245.178,61.253,20.75,67.367,88.0,156.0
2016-02-04 07:00:00,76.33,66.62,31.02,157.87,183.18,94.27,27.09,46.25,335.85,64.643,159.244,49.44300000000001,269.453,78.91199999999998,20.534,81.523,90.0,176.0
2016-02-04 08:00:00,79.75,63.99,32.39,175.75,209.68,102.88,27.94,59.6,315.71,67.132,167.53599999999997,59.895,289.564,108.238,20.363,90.707,99.0,187.0
2016-02-04 09:00:00,80.86,48.84,32.13,192.06,256.09,110.35,30.41,67.74,263.13,69.104,188.03,67.46600000000001,301.006,115.364,20.681,91.53,104.0,196.0
2016-02-04 10:00:00,78.72,30.8,31.27,194.98,263.09,108.89,28.98,70.89,236.28,77.97399999999998,204.543,69.52,308.678,128.078,22.856,112.106,109.0,209.0
2016-02-04 11:00:00,81.39,32.77,31.8,191.66,259.86,108.46,28.93,74.27,218.1,82.162,216.456,72.465,306.793,133.422,19.235,111.821,110.0,214.0
2016-02-04 12:00:00,86.53,28.34,32.3,191.46,256.96,100.53,36.28,76.8,212.1,80.658,217.687,72.887,321.849,134.563,19.224,98.72,123.0,211.0
2016-02-04 13:00:00,94.85,24.31,30.15,186.97,264.31,96.25,39.87,76.24,203.6,82.787,220.247,70.866,321.851,135.543,19.283,94.578,150.0,215.0
2016-02-04 14:00:00,103.88,22.36,30.07,186.93,248.68,83.09,30.77,75.9,193.05,84.33,224.576,70.441,326.128,137.697,19.804,92.798,144.0,214.0
2016-02-04 15:00:00,95.94,21.61,30.62,185.02,263.71,76.06,28.27,74.57,182.42,79.544,215.445,65.681,291.971,144.009,18.866,89.92299999999999,123.0,199.0
2016-02-04 16:00:00,100.31,21.66,30.7,170.93,265.31,80.13,28.18,72.53,177.34,83.325,216.379,65.3,311.367,149.42700000000005,19.41,93.621,140.0,206.0
2016-02-04 17:00:00,107.62,22.76,29.63,156.51,244.35,80.83,29.3,70.61,162.92,81.178,211.227,61.379,329.093,144.725,19.3,96.458,164.0,212.0
2016-02-04 18:00:00,103.06,20.4,30.38,154.5,233.18,80.76,33.48,71.68,170.65,75.743,201.96400000000003,52.19,335.836,144.164,19.712,95.474,156.0,218.0
2016-02-04 19:00:00,104.8,20.26,31.4,153.05,195.26,78.11,36.39,69.92,171.11,71.319,172.00400000000005,52.468,339.094,137.101,20.664,95.771,156.0,217.0
2016-02-04 20:00:00,113.03,26.33,38.93,145.44,183.51,75.55,34.3,68.94,174.98,69.735,155.268,53.496,341.49,132.817,23.622,94.216,160.0,212.0
2016-02-04 21:00:00,119.21,32.98,36.56,133.47,182.38,70.69,38.05,64.36,187.78,68.546,140.094,50.273,322.867,131.006,21.925,95.257,155.0,204.0
2016-02-04 22:00:00,107.83,38.19,35.46,128.0,183.66,49.45,33.09,62.31,189.68,67.743,139.806,49.62300000000001,304.87,126.598,22.151,79.293,148.0,197.0
2016-02-04 23:00:00,102.42,13.25,36.73,122.33,185.59,34.63,32.19,48.89,238.1,67.295,137.517,35.145,296.111,128.151,21.718000000000004,58.622,122.0,193.0
2016-02-05 00:00:00,97.61,4.39,37.47,119.21,168.04,29.65,30.44,30.65,215.12,67.032,139.499,34.114000000000004,281.52,87.044,21.074,58.883,113.0,191.0
2016-02-05 01:00:00,94.9,4.56,32.18,119.11,168.41,34.48,28.56,28.95,246.39,67.168,140.19799999999998,33.566,271.453,73.706,20.84,57.17100000000001,104.0,180.0
2016-02-05 02:00:00,82.83,3.67,31.53,120.98,169.37,41.29,29.29,24.04,215.9,67.876,138.142,33.495,249.063,65.744,20.849,43.625,94.0,174.0
2016-02-05 03:00:00,76.78,4.4,30.92,125.19,173.62,31.91,28.36,23.58,221.99,67.179,130.94,33.692,234.015,60.242,20.77,42.797,90.0,166.0
2016-02-05 04:00:00,74.4,49.72,30.82,118.96,171.86,28.98,26.73,23.68,229.94,67.182,134.319,33.706,225.053,57.659,20.985,42.817,86.0,161.0
2016-02-05 05:00:00,77.54,55.22,30.19,121.96,173.78,29.5,26.78,32.22,260.62,67.331,135.94799999999998,35.183,246.785,57.25100000000001,24.032,43.165,86.0,150.0
2016-02-05 06:00:00,73.88,60.72,30.2,133.99,179.81,67.29,25.85,40.7,281.97,67.92,141.378,43.02,246.519,61.042,21.142,63.015,87.0,154.0
2016-02-05 07:00:00,71.52,49.64,29.54,149.57,183.03,89.88,24.91,43.86,278.59,68.65,163.364,50.721,262.5,80.528,20.636,78.646,93.0,170.0
2016-02-05 08:00:00,71.59,46.05,27.68,162.45,216.97,94.73,25.19,56.69,252.78,70.884,173.93400000000003,62.42,288.353,106.233,20.344,86.671,96.0,182.0
2016-02-05 09:00:00,72.78,37.36,28.21,174.45,230.36,101.86,25.83,63.57,218.44,75.34,208.509,63.383,298.273,112.602,20.577,84.169,115.0,190.0
2016-02-05 10:00:00,90.13,28.24,30.23,178.02,228.21,101.49,26.48,67.42,217.94,81.827,249.812,67.11399999999999,310.4120000000001,124.248,20.253,90.788,121.0,192.0
2016-02-05 11:00:00,93.46,25.49,31.12,175.65,236.91,97.6,28.38,70.25,181.5,83.354,251.88,69.462,301.437,130.839,19.993,105.81,132.0,206.0
2016-02-05 12:00:00,92.1,23.52,34.42,176.21,253.66,85.12,33.87,70.95,161.43,84.99,238.669,72.54,317.036,131.188,19.48,94.612,155.0,218.0
2016-02-05 13:00:00,96.18,22.46,37.19,167.69,256.25,84.47,32.15,91.18,152.01,84.964,227.846,73.532,326.802,140.267,19.454,94.122,157.0,220.0
2016-02-05 14:00:00,103.72,21.75,29.59,158.15,259.56,81.7,28.87,89.99,146.96,85.03299999999999,224.341,74.018,331.856,143.10399999999996,21.816,90.455,151.0,214.0
2016-02-05 15:00:00,114.1,26.88,29.12,147.22,240.83,82.94,31.73,88.24,137.73,83.39299999999999,230.844,70.175,303.156,153.703,19.491,89.63,128.0,210.0
2016-02-05 16:00:00,122.91,27.03,30.23,139.63,230.12,76.85,36.59,91.62,133.2,80.725,218.825,66.222,318.931,155.085,19.467,88.833,149.0,212.0
2016-02-05 17:00:00,110.65,22.03,33.84,122.41,213.32,73.63,34.82,80.08,127.92,77.189,205.204,58.445,324.641,149.578,19.314,81.163,157.0,218.0
2016-02-05 18:00:00,105.43,22.32,33.5,116.11,205.38,72.89,39.6,70.53,132.46,72.67699999999998,191.503,51.115,331.356,142.291,20.084,80.32,155.0,219.0
2016-02-05 19:00:00,100.03,22.87,30.54,100.18,198.54,71.6,36.44,54.83,131.45,69.387,159.635,50.3,333.28,126.601,20.861,78.499,149.0,220.0
2016-02-05 20:00:00,98.12,22.62,30.48,106.89,187.55,70.63,29.5,54.68,140.75,79.69800000000002,149.336,50.337,310.778,121.813,21.067,74.253,132.0,202.0
2016-02-05 21:00:00,103.46,25.31,30.27,106.99,189.16,71.27,36.28,45.69,148.35,79.64699999999998,137.033,49.268,286.613,119.738,21.94400000000001,55.965,123.0,190.0
2016-02-05 22:00:00,105.09,28.9,32.84,106.53,178.91,50.57,40.96,47.78,166.93,74.692,135.671,48.974,272.603,118.585,22.076,53.795,107.0,186.0
2016-02-05 23:00:00,99.38,10.91,32.89,104.43,178.28,30.9,34.4,41.05,167.75,64.564,132.425,35.602,262.574,117.542,23.532,54.968,112.0,183.0
2016-02-06 00:00:00,101.97,4.09,32.16,103.43,168.59,29.68,33.21,26.06,191.96,64.878,132.608,35.116,262.399,78.821,21.571,54.977,107.0,178.0
2016-02-06 01:00:00,93.17,4.17,35.5,102.78,176.69,29.7,29.6,27.46,170.21,63.731,134.30700000000002,34.965,266.321,67.938,21.019,53.633,102.0,177.0
2016-02-06 02:00:00,92.05,3.91,29.93,102.41,173.17,30.1,27.98,24.05,176.68,64.102,132.208,35.256,257.878,66.919,21.097,46.782,101.0,172.0
2016-02-06 03:00:00,92.61,2.47,28.52,104.42,171.86,31.96,27.76,23.73,188.61,63.29600000000001,126.519,35.346,229.648,61.903,20.982,43.032,93.0,166.0
2016-02-06 04:00:00,84.74,2.64,29.38,103.85,169.98,28.5,27.39,23.63,196.99,63.989,130.107,35.466,220.718,59.451,20.649,42.93600000000001,90.0,159.0
2016-02-06 05:00:00,76.95,2.67,29.25,108.29,172.82,28.43,25.89,31.41,234.31,64.293,130.545,34.326,215.924,59.774,20.597,42.938,87.0,150.0
2016-02-06 06:00:00,73.59,1.97,28.85,115.27,177.72,57.52,25.8,37.26,249.34,63.75899999999999,126.635,34.244,227.109,63.115,20.66,55.056,87.0,151.0
2016-02-06 07:00:00,71.19,2.5,27.83,111.99,175.27,82.1,24.2,36.91,245.72,63.935,134.608,34.31,237.574,76.518,20.558000000000003,57.942,89.0,152.0
2016-02-06 08:00:00,69.27,2.67,26.58,111.27,173.79,87.12,23.19,33.41,224.97,63.368,132.171,40.534,240.981,103.333,21.772,67.631,94.0,152.0
2016-02-06 09:00:00,71.59,1.98,26.44,110.26,172.94,92.85,23.09,32.52,196.49,61.854,127.268,48.68600000000001,242.273,118.383,21.453000000000007,65.436,109.0,160.0
2016-02-06 10:00:00,73.55,2.53,28.57,106.46,174.13,85.9,24.0,33.12,169.77,66.704,131.835,45.342,263.657,121.252,20.243,65.581,121.0,168.0
2016-02-06 11:00:00,77.67,3.62,30.2,109.41,186.73,69.59,30.66,41.95,154.33,67.697,135.08100000000002,44.207,296.401,132.814,19.506,65.431,125.0,188.0
2016-02-06 12:00:00,86.48,2.19,26.68,106.81,190.76,70.13,28.71,56.37,141.64,67.752,137.862,43.792,317.185,136.628,19.201,64.541,130.0,197.0
2016-02-06 13:00:00,85.29,2.35,26.53,108.8,188.81,71.43,40.95,61.25,130.97,67.726,137.944,44.382,315.891,137.191,19.458,64.7,149.0,202.0
2016-02-06 14:00:00,100.27,2.55,27.31,107.35,187.84,69.86,43.14,65.96,127.54,66.314,136.928,43.679,312.143,144.901,19.239,62.886,143.0,197.0
2016-02-06 15:00:00,106.41,2.89,26.45,107.73,173.72,71.33,43.72,75.72,120.8,66.37100000000001,134.221,45.073,293.071,141.907,19.22,57.042,140.0,191.0
2016-02-06 16:00:00,102.32,2.88,35.38,98.26,174.44,71.86,35.12,69.75,116.79,64.544,132.156,43.503,288.322,139.885,19.421,38.856,121.0,187.0
2016-02-06 17:00:00,99.54,2.55,28.43,96.14,171.49,72.51,41.43,70.65,122.03,65.426,134.975,46.929,312.072,132.93,21.789,35.809,110.0,204.0
2016-02-06 18:00:00,103.5,3.43,33.13,103.04,175.02,77.36,37.5,75.05,161.58,66.047,133.114,47.716,313.256,128.641,19.572,38.712,120.0,211.0
2016-02-06 19:00:00,113.34,3.38,31.72,104.06,175.54,71.09,38.47,51.2,144.72,65.105,137.063,35.907,311.846,111.37,20.618,42.05,132.0,213.0
2016-02-06 20:00:00,101.24,2.63,32.27,94.86,178.88,64.41,43.21,42.55,132.74,64.578,132.841,34.392,283.547,109.635,21.054,41.703,122.0,200.0
2016-02-06 21:00:00,97.43,3.28,37.77,97.69,185.72,65.13,33.52,40.98,132.41,64.786,127.916,34.369,285.458,96.529,21.936,41.988,135.0,188.0
2016-02-06 22:00:00,93.91,2.36,41.47,96.8,178.88,41.92,30.8,42.04,134.64,64.751,130.164,34.069,287.605,90.697,21.821,41.931,121.0,183.0
2016-02-06 23:00:00,93.75,2.91,36.21,98.79,167.24,30.02,35.11,38.61,171.4,62.783,126.971,34.181999999999995,276.3,90.752,21.421,42.08,116.0,182.0
2016-02-07 00:00:00,98.69,2.8,33.21,91.51,166.97,28.76,29.88,26.16,182.21,62.926,130.25799999999998,33.893,265.67400000000004,74.039,20.641,41.57899999999999,114.0,178.0
2016-02-07 01:00:00,95.65,1.98,35.93,98.57,167.39,28.44,29.5,25.23,192.18,63.971,131.336,34.298,250.279,66.146,20.67,41.93899999999999,103.0,175.0
2016-02-07 02:00:00,89.42,2.49,34.39,100.22,166.98,29.79,27.92,24.36,169.02,63.394,128.472,33.953,251.275,66.20100000000001,20.639,41.506,99.0,171.0
2016-02-07 03:00:00,77.95,2.47,29.85,98.29,166.2,28.58,27.65,24.0,177.8,63.027,127.607,34.064,243.101,61.485,23.115,42.17100000000001,96.0,162.0
2016-02-07 04:00:00,76.76,2.64,29.74,98.66,166.32,27.72,27.26,24.0,186.54,62.603,127.973,33.817,223.857,58.666,20.665,41.553,87.0,157.0
2016-02-07 05:00:00,76.31,2.66,29.46,101.56,170.59,28.11,26.38,32.19,187.39,63.31,126.365,34.096,220.257,58.185,20.664,42.107,85.0,149.0
2016-02-07 06:00:00,74.85,1.99,29.5,109.94,175.18,45.14,26.28,37.54,190.97,63.16,129.356,33.95,214.404,61.857,20.515,41.911,84.0,152.0
2016-02-07 07:00:00,72.85,2.67,29.09,108.07,173.42,64.94,24.64,36.8,182.1,63.438,127.597,33.924,242.852,75.893,20.563,41.9,85.0,152.0
2016-02-07 08:00:00,70.82,1.95,29.3,101.71,171.35,66.67,24.01,31.87,148.09,62.629,132.641,40.059,251.425,99.345,20.508000000000006,39.079,90.0,154.0
2016-02-07 09:00:00,84.22,2.71,28.68,100.2,174.06,73.36,23.54,31.01,110.08,62.137,125.368,48.567,250.508,113.247,20.42,36.082,123.0,167.0
