timestamp,Fox_lodging_Stephen,Fox_lodging_Stephan,Fox_education_Lilly,Fox_lodging_Warren,Fox_education_Andre,Fox_office_Margarita,Fox_office_Berniece,Fox_office_Alice,Fox_education_Leota,Bull_education_Magaret,Bull_office_Myron,Bull_education_Myra,Bull_education_Dan,Bull_lodging_Melissa,Bull_lodging_Caren,Bull_office_Lilla,Bull_office_Efren,Bull_lodging_Lettie
2016-02-02 14:00:00,2.35,0.0,99.8117,0.0,372.6549,61.841,70.1277,984.7588,267.154,614.2066,616.5566,467.0247,1439.9099,1494.2062,981.0482,1875.7665,361.8944,230.7912
2016-02-02 15:00:00,2.9682,0.0,164.7447,0.0,340.4975,56.8938,75.9411,1086.5494,253.6725,629.5432,645.3743,487.4322,1499.4009,1595.2548,1020.2558,1999.8198,386.1364,226.4623
2016-02-02 16:00:00,128.135,0.0,157.2004,0.0,278.78,21.2734,70.8702,1089.2704,258.6197,600.7251,642.7771,482.2375,1519.0664,1587.5866,870.2291,1998.5829,241.0569,233.7597
2016-02-02 17:00:00,11.5026,0.0,149.4081,0.0,269.7512,21.1496,61.2227,1110.049,246.004,569.3098,594.0463,457.9959,1530.0742,1669.0931,1180.7954,2034.3272,405.5543,229.1833
2016-02-02 18:00:00,6.184,0.0,134.1953,0.0,306.1137,23.0048,26.9626,1022.9768,242.541,560.1572,551.8704,435.7328,1447.9489999999996,1510.4086,1025.6977,1910.2738,402.9572,225.844
2016-02-02 19:00:00,2.721,0.0,126.8981,0.0,363.8733,19.9128,41.8048,938.2541,227.9464,574.2569,513.6528,379.4576,1394.5182,1368.4215,998.7348,1771.8731,273.5853,207.4154
2016-02-02 20:00:00,3.092,0.0,123.5585,0.0,232.5229,19.2945,45.3913,878.6393,174.2684,530.3498,467.7667,364.86300000000006,1349.0032,1303.2409,945.5515,1675.2772,216.3204,199.3759
2016-02-02 21:00:00,2.5972,0.0,111.0667,0.0,192.2022,18.9235,38.589,809.3774,109.8298,551.0049,410.3781,342.5999,1327.6063,1252.4073,877.5262,1159.6458,123.9296,199.3759
2016-02-02 22:00:00,6.8026,0.0,103.2748,0.0,461.2113,20.5314,44.6492,834.6083,97.0907,527.134,351.5053,302.7744,1266.136,1215.6738,861.4475,1116.1093,80.0224,196.2838
2016-02-02 23:00:00,1.3607,0.0,96.8431,0.0,182.9261,21.8917,41.1862,880.8658,98.8221,511.9211,226.4623,250.0857,1178.3216,1299.283,790.5777,1052.5366,58.5017,187.6261
2016-02-03 00:00:00,0.8658,0.371,85.0934,0.0,338.1476,22.2627,47.494,830.1560000000002,88.6802,372.0363,124.3006,141.3689,1114.8727,1298.912,743.2071,1030.3977,49.3491,180.0814
2016-02-03 01:00:00,0.371,0.1238,80.641,0.0,255.7752,21.3972,51.0808,765.9647,98.08,265.9171,113.4167,126.0323,1051.9183,1279.7413,708.0815,951.1173,34.6311,172.537
2016-02-03 02:00:00,0.0,0.1238,61.9648,0.0,1142.3302,18.6759,46.1337,714.0183,84.5989,139.5138,99.5641,83.6092,1052.2893,649.2088,682.2316,905.3547,15.0894,136.5452
2016-02-03 03:00:00,0.0,0.1238,69.3857,0.0,1260.4468,19.0469,37.1049,676.6662,84.9699,143.7189,65.9226,69.6333,1039.9209,532.5763,605.3012,903.8705,4.6999,132.3401
2016-02-03 04:00:00,0.0,0.1238,39.9493,0.0,1089.6415,15.7077,50.215,496.9555,69.1385,139.5138,17.8104,61.7176,1020.132,562.0127,538.7603,954.4566,0.0,132.0929
2016-02-03 05:00:00,0.0,4.0817,161.7765,0.0,1284.6884,15.9549,47.6178,576.9783,122.0744,297.4559,31.1681,49.9678,1027.6767,489.4112,494.6056,1032.7476,0.0,131.227
2016-02-03 06:00:00,0.7421,18.9235,233.5122,0.0,1174.4876,23.9944,23.1286,722.0575,212.2387,371.2943,22.2627,42.4231,999.6006,468.756,457.9959,1014.319,0.0,124.9192
2016-02-03 07:00:00,0.0,21.6445,190.2236,0.0,1198.7292,16.9445,35.9914,672.0897,177.2369,377.4786,24.6127,47.9888,994.4059,456.5114,420.3962,1531.0638,0.0,117.7455
2016-02-03 08:00:00,9.3998,8.533999999999999,103.7696,0.0,1658.2092,16.8207,51.5757,642.7771,162.5186,387.2495,19.0469,37.3521,1013.5769,468.5088,401.473,1522.6533,0.0,113.2929
2016-02-03 09:00:00,0.1238,0.371,82.8672,0.0,878.0210000000002,15.9549,27.5812,691.6318,170.1871,446.1223,149.2847,56.2756,1153.4614,473.5797,437.0935,1612.1993,1.1131,127.393
2016-02-03 10:00:00,0.371,0.9893,173.4025,0.0,332.087,26.3444,54.4201,884.6998,214.3415,489.2874,268.1433,93.6277,1197.8634,518.7238,463.6851,1544.2977,0.0,140.2558
2016-02-03 11:00:00,3.092,1.3607,264.3092,0.0,210.0126,48.6071,44.402,958.4144,182.9261,86.9488,52.93600000000001,50.215,214.5887,90.5353,83.8565,286.5719,0.0,32.5284
2016-02-03 12:00:00,1.6079,1.4841,175.1342,0.0,254.0435,22.5103,49.7202,1046.5998,189.7288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-03 13:00:00,11.997,0.0,255.4042,0.0,265.1751,36.1152,51.6991,1081.1075,236.2331,1537.3716,1020.7502,555.3338,3703.1731,1926.8473,1516.7165,853.34625,78.1673,414.5832
2016-02-03 14:00:00,16.2025,0.2472,243.283,0.0,339.1369,65.7989,61.3465,1185.1243,326.1502,621.7509,426.2095,255.1566,1372.7503,1543.4319,638.0772,1706.6925,120.9614,153.8608
2016-02-03 15:00:00,11.1315,1.4841,105.7485,0.0,400.1124,63.8199,67.0357,1218.7658,219.0414,615.6907,426.704,284.964,1413.5655,1402.9288,680.6241,1738.8499,141.8638,173.8973
2016-02-03 16:00:00,6.6788,13.1105,112.7984,0.0,385.1468,63.6965,67.5306,1227.5473,234.749,622.6168,388.9808,281.872,1407.9997,1419.8733,689.2819,1795.2492,169.0736,170.1871
2016-02-03 17:00:00,322.1923,17.5628,107.3564,0.0,436.1038,71.2412,70.3753,1204.7898,195.047,606.7857,364.9864,270.246,1393.7762,1375.1003,731.7046,1784.6125,163.0134,169.1974
2016-02-03 18:00:00,34.6311,17.5628,93.7511,0.0,506.1081,22.1393,28.6943,1113.7593,183.792,284.964,169.6922,144.2137,683.7161,695.8369,353.1132,867.8791,66.1699,87.3199
2016-02-03 19:00:00,7.0499,19.1707,126.6506,0.0,399.4941,19.9128,32.5284,1044.7447,164.3737,845.8636,386.8785,329.737,2003.4067,864.5395,1025.0791,2357.8802,145.4506,218.7941
2016-02-03 20:00:00,4.0817,19.2945,131.5981,0.0,274.4511,19.6655,43.4123,1015.3083,136.9162,541.2341,150.645,189.976,1322.9064,558.1783,645.8692,1501.3798,45.144,132.0929
2016-02-03 21:00:00,3.5868,19.4183,125.414,0.0,225.102,18.9235,52.4412,961.6302,113.1694,533.8128,113.5404,155.7159,1218.8896,566.7126,607.8988,1203.6764,71.9832,127.0216
2016-02-03 22:00:00,2.4738,20.5314,92.3908,0.0,238.4597,20.1603,48.4836,878.1448,96.2249,515.7552,33.0232,152.8715,1114.2541,599.9831,580.6886,1084.694,53.1836,129.1243
2016-02-03 23:00:00,0.4948,21.5207,69.2623,0.0,322.811,18.5524,48.4836,725.1495,90.4119,462.8192,22.2627,95.4828,1096.6913,525.2788,612.4749,1031.2635,7.4209,131.4743
2016-02-04 00:00:00,0.371,22.3865,71.7357,0.0,270.4932,17.9338,37.4759,716.6155,92.1432,387.744,54.4201,50.0912,1089.1466,572.5256,584.1516,1048.8263,0.2472,120.2193
2016-02-04 01:00:00,0.371,22.1393,69.6333,0.0,189.1102,18.6759,34.2601,729.8494,79.0331,322.811,18.7997,42.9179,1064.534,557.56,578.5858,977.4617,0.0,119.4772
2016-02-04 02:00:00,1.1131,22.8813,72.8487,0.0,227.8229,18.6759,36.1152,718.2234,86.5775,187.255,21.5207,27.2102,1045.6105,525.8974,539.9972,903.4995,0.0,130.114
2016-02-04 03:00:00,0.6183,22.5103,68.6436,0.0,279.151,18.4286,58.8728,711.4208,89.6698,143.8427,19.2945,11.5026,916.4862,512.9108,501.2844,876.5369,15.9549,121.5796
2016-02-04 04:00:00,1.7317,22.1393,65.4278,0.0,309.4533,18.1814,82.0013,547.6653,98.8221,118.6114,24.2416,10.7605,888.4101,454.6563,453.2959,894.9655,32.4046,115.5194
2016-02-04 05:00:00,1.2369,22.2627,163.2606,0.0,191.8312,18.1814,87.3199,340.25,131.1032,267.6485,18.6759,9.1526,888.4101,424.4778,412.8518,999.9716,1.4841,114.0353
2016-02-04 06:00:00,8.905,23.1286,249.8384,0.0,296.8376,21.3972,23.6234,533.0708,103.6458,373.6442,19.0469,5.9368,879.8761,379.8286,396.2783,1001.4557,0.0,111.6853
2016-02-04 07:00:00,0.8658,23.2524,225.9675,0.0,166.8475,14.2235,33.0232,387.4967,171.7946,359.5445,20.2838,39.7021,893.11,396.5255,375.7469,1526.9822,0.0,109.0878
2016-02-04 08:00:00,16.2025,22.3865,227.2043,0.0,312.6691,17.0683,53.9256,455.5221,201.9734,379.3338,15.2128,36.4863,891.5021,364.6154,362.6365,1505.0905,0.0,104.6354
2016-02-04 09:00:00,1.1131,20.7786,205.9313,0.0,234.2542,17.5628,52.3177,489.1636,204.3234,389.1046,133.0822,65.5516,945.304,431.6515,377.7259,1501.7509,0.0,105.5009
2016-02-04 10:00:00,5.5658,20.0365,157.3238,0.0,258.2486,19.0469,46.2571,660.8348,229.3071,481.7427,276.8011,77.3014,936.77,460.3458,426.4567,1473.1803,0.0,124.3006
2016-02-04 11:00:00,7.5447,20.1603,144.3372,0.0,278.78,51.9467,46.1337,741.1047,250.4567,558.5493,367.0892,181.6893,1075.1707,576.1124,476.3007,1562.6026,0.0,127.0216
2016-02-04 12:00:00,154.2318,20.5314,201.3548,0.0,527.6288,64.1913,47.865,978.451,238.4597,558.7969,404.4413,176.3711,1116.8517,634.8614,548.1602,1691.8507,43.5361,117.7455
2016-02-04 13:00:00,255.8987,20.4076,227.3281,0.0,739.2493,69.6333,50.58600000000001,1107.9463,319.4714,556.8179,417.9228,218.5466,1152.3483,624.4723,585.0174,1499.7719,84.8461,111.1905
2016-02-04 14:00:00,102.5327,19.7893,1415.5444,0.0,671.3477,70.0043,76.8066,1215.0551,357.1945,565.4757,460.7168,235.2439,1153.5852,677.6555,635.2324,1629.2676,113.1694,153.366
2016-02-04 15:00:00,109.2116,19.9128,239.6965,0.0,979.9351,72.7253,89.7933,1383.6343,467.8902,573.8859,432.6408,266.5354,1222.9709,1670.8248,655.7638,1663.4039,157.2004,147.1819
2016-02-04 16:00:00,104.8827,19.5417,245.0147,0.0,1114.2541,74.5804,85.3409,1405.0315,377.7259,531.7104,418.912,268.3905,1286.2963,1415.4206,712.4104,1676.3903,188.1209,155.4687
2016-02-04 17:00:00,98.08,13.7287,222.2572,0.0,1163.2323,70.3753,84.9699,1361.495,405.3071,544.8206,397.8862,255.0328,1295.5724,1451.7835,703.6288,1707.4345,201.8496,165.6106
2016-02-04 18:00:00,100.1827,0.0,223.123,0.0,1003.3112,71.4884,30.9205,1230.6394,387.0019,530.1025,340.9924,240.0676,1189.8242,1380.5423,705.9788,1575.713,174.1446,145.6978
2016-02-04 19:00:00,78.9093,0.0,174.887,0.0,632.6352,59.6148,34.7546,984.264,291.0246,557.4362,283.6037,187.1312,1121.7988,663.9268,689.1581,1431.0045,116.8797,129.7429
2016-02-04 20:00:00,75.9411,0.0,140.7507,0.0,567.5781,17.8104,58.2545,893.8521,151.6346,527.3816,238.9541,158.6845,1070.5942,474.94,649.7032,1398.1051,72.4777,128.7533
2016-02-04 21:00:00,93.9987,0.0,172.537,0.0,449.9563,20.5314,50.4622,951.4883,124.3006,543.0892,160.6634,141.4927,1025.4502,509.3239,641.4165,1076.531,96.8431,105.5009
2016-02-04 22:00:00,75.5701,0.0,103.522,0.0,148.5426,14.0998,51.0808,757.3069,119.1062,521.321,158.6845,129.3719,1019.8847,543.5840000000002,614.4538,998.2403,89.0512,108.5929
2016-02-04 23:00:00,10.7605,0.0,83.2382,0.0,173.5263,19.1707,43.0413,545.0681,105.872,513.0342,71.1174,102.0379,982.0378,565.4757,610.6198,1019.3899,33.0232,111.0667
2016-02-05 00:00:00,4.2051,0.0,69.1385,0.0,198.3866,16.2025,50.7098,565.9705,97.4618,376.86,91.0301,47.2468,967.9381,527.2578,599.241,1027.4291,14.0998,111.3143
2016-02-05 01:00:00,1.1131,0.0,69.8805,0.0,225.2254,15.2128,39.0835,573.5149,93.2563,299.9296,18.4286,41.1862,997.3744,556.6941,561.8889,996.6324,0.7421,105.2537
2016-02-05 02:00:00,4.6999,0.0,63.3255,0.0,424.1068,14.2235,44.1548,523.2999,87.9381,169.4446,50.4622,38.3414,974.7403,511.1791,526.3919,882.7209,0.0,103.893
2016-02-05 03:00:00,4.9472,0.0,70.2515,0.0,196.16,16.4497,57.7597,500.0475,95.359,158.4369,19.1707,6.0606,940.8516,542.7182,492.6266,883.5868,0.0,113.1694
2016-02-05 04:00:00,2.4738,0.0,65.7989,0.0,191.8312,18.3049,84.3513,468.385,92.5143,156.0869,19.6655,6.5551,951.4883,493.4925,464.3033,943.9436,0.0,106.3668
2016-02-05 05:00:00,11.0077,0.0,141.6162,0.0,179.2159,17.1918,81.6303,625.4616,101.7907,283.6037,19.6655,7.0499,945.7988,408.3991,418.4172,1023.4712,0.0,109.9536
2016-02-05 06:00:00,6.9261,0.0,171.1763,0.0,305.7426,22.3865,44.6492,623.3588,147.3057,388.3626,19.7893,8.533999999999999,937.0176,435.6093,425.7147,1004.9191,27.8285,102.5327
2016-02-05 07:00:00,3.463,0.0,133.94799999999998,0.0,275.5642,12.8629,54.7911,593.428,159.4265,368.326,19.0469,40.9389,918.0941,491.6373,375.4997,1488.2697,0.0,101.4196
2016-02-05 08:00:00,2.4738,0.0,93.7511,0.0,220.2783,11.1315,67.1595,656.2586,157.8186,375.7469,19.5417,39.2073,912.8994,417.9228,338.1476,1464.5225,0.0,101.4196
2016-02-05 09:00:00,91.7722,0.0,99.8117,0.0,346.8054,12.7394,74.9515,807.5219,181.442,382.673,99.4407,65.5516,930.5859,422.1279,405.1833,1431.4993,0.0,102.6565
2016-02-05 10:00:00,278.409,0.0,151.8818,0.0,717.8524,53.0598,86.825,978.6982,266.6592,483.2268,205.0654,143.2241,976.9669,444.1433,427.3226,1482.2091,0.0,119.3534
2016-02-05 11:00:00,107.4799,0.0,220.2783,0.0,890.3889999999999,67.7778,102.1617,1140.8457,332.5818,559.4151,325.0371,140.5031,1039.4265,528.2474,500.2951,1530.8162,32.776,136.1742
2016-02-05 12:00:00,114.7773,0.1238,294.3639,0.0,1339.6033,67.0357,97.9566,1421.8523,407.6571,576.1124,383.6627,248.8488,1101.8861,814.9428,588.357,1603.6653,118.3642,151.1398
2016-02-05 13:00:00,112.6746,0.1238,504.0054,0.0,1479.1171,69.2623,85.0934,1651.0355,445.9985,575.1228,420.52,284.4692,1183.1454,1471.0776,623.3588,1647.6963,179.0921,147.0581
2016-02-05 14:00:00,109.4588,4.3289,479.8875,0.0,1513.7483,64.1913,73.9622,1824.438,488.7926,604.5592,430.5381,311.1846,1214.4369,1325.7512,671.3477,1673.1748,201.8496,142.2348
2016-02-05 15:00:00,120.2193,1.7317,431.8987,0.0,1830.6224,62.2124,77.3014,2017.1354,551.4994,607.6512,433.6304,332.3346,1225.5684,1331.8114,732.818,1746.8894,230.6677,146.5637
2016-02-05 16:00:00,115.5194,14.5946,311.8032,0.0,1986.5856,64.5623,60.4807,2014.0434,585.8833,615.5669,427.075,311.3084,1217.4051,1339.2323,735.4152,1714.9792,240.8096,148.5426
2016-02-05 17:00:00,108.3457,21.0258,295.2297,0.0,1959.2519,62.9544,57.5125,1796.1151,503.2633,583.5333,422.4989,296.7138,1195.8844,1372.0083,773.3856,1739.3447,236.2331,157.0766
2016-02-05 18:00:00,91.525,23.0048,298.1983,0.0,1884.3004,65.5516,26.8392,1574.6,517.8579,561.1468,387.1257,271.8539,1174.9824,1301.0147,750.5046,1618.3833,193.4391,144.9558
2016-02-05 19:00:00,67.6543,23.6234,249.5908,0.0,1729.079,65.3044,44.402,1368.2977,258.7434,498.0686,369.6863,228.8122,1133.9197,1211.4687,706.5971,1521.664,125.6613,136.7928
2016-02-05 20:00:00,76.6832,25.1075,173.7735,0.0,944.1909,69.5095,39.0835,1270.8359,275.1932,434.3725,348.0422,174.0211,1106.8332,1236.5762,703.6288,1473.0565,122.693,131.8453
2016-02-05 21:00:00,85.9592,27.7047,126.4033,0.0,587.7384,70.9936,30.9205,1178.5689,214.7125,412.2332,338.271,169.0736,1088.1574,1208.8711,681.6134,1114.8727,66.2937,129.1243
2016-02-05 22:00:00,66.6647,28.3233,91.525,0.0,436.3514,57.0176,27.4575,888.5339,100.6776,433.5066,311.1846,136.4218,1065.1522,1245.8522,686.3133,1035.0976,42.1758,130.9795
2016-02-05 23:00:00,70.6226,30.9205,60.4807,0.0,550.5101,28.8181,37.8469,762.9964,89.4222,414.707,213.5994,126.8981,1061.813,835.8452,675.0583,1033.2421,36.7335,132.2163
2016-02-06 00:00:00,70.2515,30.6733,75.9411,0.0,593.057,12.7394,38.3414,790.4539,80.27,352.3711,157.8186,112.5508,1038.9316,494.6056,667.5136,1017.782,29.9312,134.4428
2016-02-06 01:00:00,71.7357,28.0757,67.5306,0.0,445.6274,16.2025,37.8469,729.4784,89.7933,287.314,86.454,102.4089,1009.6191,527.8764,641.7875,948.7674,18.9235,113.1694
2016-02-06 02:00:00,68.6436,28.3233,76.1883,0.0,279.2748,17.1918,40.0731,727.8705,81.3831,145.8216,97.8328,92.267,994.7769,550.3863,670.9766,890.6366,16.2025,112.9218
2016-02-06 03:00:00,69.7567,28.6943,59.2438,0.0,311.0612,15.7077,38.4652,655.7638,89.4222,143.2241,113.0456,89.6698,979.6878,554.9628,621.9985,867.7553,9.276,114.4063
2016-02-06 04:00:00,30.7971,31.0443,69.7567,0.0,355.5866,15.4604,40.8152,644.385,94.7408,141.6162,18.9235,82.0013,969.917,527.9998,594.7883,925.886,8.7816,118.1166
2016-02-06 05:00:00,3.8341,30.7971,165.3633,0.0,225.9675,14.7184,52.4412,677.9027,88.9278,147.4295,41.9282,76.9304,972.2669,516.8686,586.9964,1010.9794,7.4209,112.9218
2016-02-06 06:00:00,5.9368,30.7971,172.2894,0.0,240.191,12.4919,25.6023,727.1284,82.1251,149.9029,25.4785,76.4356,972.3904,504.8712,538.1417,1117.4699,7.1737,111.1905
2016-02-06 07:00:00,2.8448,30.426,165.8582,0.0,288.5509,10.6367,17.8104,701.7737,70.6226,148.0478,68.0254,71.3646,938.3779,471.2298,507.5922,1110.049,1.9789,107.1088
2016-02-06 08:00:00,1.3607,29.0654,123.1875,0.0,345.0737,9.5236,26.5916,719.4603,85.2171,148.295,33.7653,69.8805,935.7807,450.4512,483.3506,1123.0357,0.0,105.9957
2016-02-06 09:00:00,325.1609,26.5916,110.3246,0.0,395.6597,10.5129,18.5524,857.7369,69.1385,143.7189,234.749,71.8594,933.9252,480.011,490.8953,1096.0727,0.0,110.3246
2016-02-06 10:00:00,118.6114,25.8496,173.1553,0.0,867.3843,61.5938,23.7472,1268.4859,356.7,250.5805,325.0371,89.0512,935.0386,511.9211,515.6318,1346.5298,0.0,124.0534
