timestamp,Eagle_office_Lamont,Eagle_office_Ryan,Eagle_education_Roman,Eagle_office_Mandi,Eagle_lodging_Edgardo,Eagle_education_Cassie,Eagle_education_Peter,Eagle_lodging_Dawn,Eagle_lodging_Tressa
2016-02-01 14:00:00,73982.6967,41323.011,0.0,39300.235,25121.7237,78066.2308,449352.6347,32677.4165,46663.2921
2016-02-01 15:00:00,89952.5165,44927.7843,0.0,47927.1315,23649.6281,81383.6773,699416.2275,33615.2437,47675.7938
2016-02-01 16:00:00,101811.7517,48034.3369,0.0,45821.3578,39252.1713,80568.7641,1560282.5432,42905.5944,69733.6654
2016-02-01 17:00:00,101722.1306,63977.3993,0.0,53694.3585,48313.2233,87771.6579,1895763.2615,58350.4361,65046.1413
2016-02-01 18:00:00,97115.4062,59288.2633,0.0,53138.8717,54620.4629,87032.0933,2070694.0004,66702.9596,81719.6539
2016-02-01 19:00:00,87765.269,70424.9613,0.0,47072.39,30159.7608,89443.2763,2148144.0201,30127.6988,62277.3824
2016-02-01 20:00:00,76003.3626,42524.6021,0.0,48869.9409,34267.2388,95809.0715,1388893.5088,51990.7954,39362.8642
2016-02-01 21:00:00,84608.4254,48972.1641,0.0,44118.7325,33047.1549,92646.8647,1085456.9978,37073.4815,41974.6837
2016-02-01 22:00:00,76790.5513,49646.2274,0.0,44438.6195,22063.9675,92711.311,999807.9945,40267.9554,35731.4801
2016-02-01 23:00:00,70572.37599999999,36487.3395,0.0,42081.6839,21716.6783,82638.8125,704314.2938,55976.561,32398.0026
2016-02-02 00:00:00,68594.2347,38773.2933,0.0,36444.346,27836.4404,87222.5601,477790.4568,30362.1556,32216.4451
2016-02-02 01:00:00,69153.9417,12045.2181,0.0,34821.0257,28516.9806,89436.3891,345949.2437,32442.9597,44875.7642
2016-02-02 02:00:00,65655.7876,10697.0915,0.0,31243.8304,40704.045,84475.6936,264267.689,30713.8408,19172.7634
2016-02-02 03:00:00,64558.7642,12455.5175,0.0,33205.8528,27744.2989,85486.7885,254716.9448,30625.9195,43866.6328
2016-02-02 04:00:00,65999.1496,644.7562,0.0,34502.8092,34658.4592,83423.0704,239507.5856,29981.1633,37056.8351
2016-02-02 05:00:00,72697.1408,644.7562,0.0,29519.8402,29585.0778,86717.0126,241337.5209,32736.0307,39812.4351
2016-02-02 06:00:00,67399.2084,13246.8092,0.0,29423.332,32499.9034,86138.4319,230191.2395,33087.7159,48142.2749
2016-02-02 07:00:00,67843.7385,14331.1719,0.0,37918.1707,25443.8088,79276.7019,248866.3391,27929.6663,39375.7007
2016-02-02 08:00:00,70518.7147,13803.6441,0.0,31595.6328,29987.4643,84532.1097,206891.8606,27724.5166,22181.6355
2016-02-02 09:00:00,69958.5388,12719.2814,0.0,33695.5452,28645.6094,80614.8934,240885.1072,21364.8759,32968.3774
2016-02-02 10:00:00,66354.9378,12719.2814,0.0,31177.6257,24155.8203,79410.7526,218135.676,24149.0504,30460.8326
2016-02-02 11:00:00,67769.9432,15415.5346,0.0,36324.1283,19157.8168,82833.0013,212069.7218,32179.1958,27538.4458
2016-02-02 12:00:00,63270.9517,32999.7946,0.0,39534.5159,17637.4524,82971.6532,305977.2607,15562.0701,30518.0108
2016-02-02 13:00:00,62085.0985,33410.094,0.0,34510.4291,16668.3252,81672.5281,205539.0155,26786.6894,27983.7672
2016-02-02 14:00:00,59746.0988,37571.7022,0.0,43193.8883,21139.2405,79297.8617,293041.0481,29043.3361,39961.0808
2016-02-02 15:00:00,70576.8893,36633.875,0.0,38984.8319,17574.8817,79486.7752,305679.3833,23768.0581,34435.1684
2016-02-02 16:00:00,71541.0636,38890.5217,0.0,40859.9295,21734.5557,79469.6013,326736.6812,22126.8605,34534.9884
2016-02-02 17:00:00,70973.4144,36223.5756,0.0,40701.3781,16521.8483,85414.4879,301735.2045,20163.2848,31791.1112
2016-02-02 18:00:00,70898.271,37952.6945,0.0,40723.2412,20830.4609,87931.0593,356860.2477,30391.4627,31554.046
2016-02-02 19:00:00,70191.2079,40385.1838,0.0,45139.0006,14444.7076,83849.8404,237140.1288,23416.3729,29481.0083
2016-02-02 20:00:00,82344.4519,45338.0837,0.0,41944.0871,14539.8385,86788.6392,307605.6218,28017.5876,35200.963
2016-02-02 21:00:00,71926.7157,48708.4002,0.0,40882.1736,11671.494,87858.4656,322793.2937,21775.1753,31864.6134
2016-02-02 22:00:00,71476.7638,39037.0572,0.0,42763.9239,12361.0607,89108.7065,395940.0054,20690.8126,30091.1235
2016-02-02 23:00:00,71219.6526,38509.5294,0.0,43273.5157,16227.1068,84507.1987,331918.9678,19137.5363,35672.4849
2016-02-03 00:00:00,69934.0967,39564.585,0.0,36196.4372,21307.9029,83945.2351,260496.0997,23299.1445,30881.8291
2016-02-03 01:00:00,75938.8577,10316.0992,0.0,31425.2413,18914.0697,85291.1636,224522.543,20427.0487,41914.399
2016-02-03 02:00:00,74304.9869,10316.0992,0.0,30813.5142,24973.9573,84219.3444,255948.5756,26229.8545,46210.7319
2016-02-03 03:00:00,71862.4452,10579.8631,0.0,32060.8244,15895.497,81054.8516,204884.0311,33117.023,36894.2393
2016-02-03 04:00:00,73897.1493,14477.7074,0.0,34875.1266,26118.1944,80233.7839,219123.589,29717.3994,31002.8967
2016-02-03 05:00:00,71866.9585,14213.9435,0.0,35252.4555,21667.0614,82255.1532,197367.1703,31739.5893,34788.5534
2016-02-03 06:00:00,72119.5564,14594.9358,0.0,31701.3728,26848.7325,80068.3746,191198.3481,32911.8733,29768.13
2016-02-03 07:00:00,73176.9566,13803.6441,0.0,29771.3245,25942.5277,85332.9848,205880.0036,16206.8263,32997.2156
2016-02-03 08:00:00,70275.4072,17554.9529,0.0,30620.9373,22461.2838,81504.8328,173502.7798,25702.3267,24459.5591
2016-02-03 09:00:00,70696.3744,14213.9435,0.0,28647.2213,30908.1176,79713.788,289782.9778,20163.2848,42816.4129
2016-02-03 10:00:00,67471.6262,12308.982,0.0,33093.7825,21469.5609,80180.6501,281013.0626,29189.8716,35813.6572
2016-02-03 11:00:00,66732.9115,15151.7707,0.0,33136.3657,19821.945,81220.7005,238888.3852,15737.9127,30647.9877
2016-02-03 12:00:00,69495.7211,21452.7972,0.0,36160.1257,11863.4848,76719.2765,285492.3305,27314.2172,34075.6289
2016-02-03 13:00:00,72057.3082,24383.5072,0.0,36986.2343,19881.497,75326.8082,237655.8165,20514.97,24242.9797
2016-02-03 14:00:00,65987.6026,24119.7433,0.0,44401.2822,17592.3488,80697.9498,227841.6014,24998.9563,27156.3399
2016-02-03 15:00:00,67719.7108,36633.875,0.0,44970.602,15854.174,75738.1041,299653.697,13891.5654,21501.1246
2016-02-03 16:00:00,68292.7525,28164.1231,0.0,40598.1585,12209.0155,79450.2586,234173.2538,22654.3883,35137.8062
2016-02-03 17:00:00,69869.8262,45338.0837,0.0,41382.3872,12162.4465,80773.5621,285325.8661,23914.5936,32140.7449
2016-02-03 18:00:00,70191.2079,46012.147,0.0,42260.8089,31394.6154,79831.2216,353273.3224,21980.325,45282.3123
2016-02-03 19:00:00,78384.799,33146.3301,0.0,41924.6565,21809.1422,76344.0577,206408.6158,26141.9332,38124.1703
2016-02-03 20:00:00,143966.1465,37688.9306,0.0,42308.4036,16664.4567,81985.1762,226916.7572,19342.686,37390.6722
2016-02-03 21:00:00,143966.1465,40121.4199,0.0,44125.6783,15914.2828,76885.9753,320215.7635,22361.3173,30248.151
2016-02-03 22:00:00,143966.1465,47213.7381,0.0,43234.6838,33314.1132,81581.3244,348195.3105,26786.6894,26668.6697
2016-02-03 23:00:00,143966.1465,40502.4122,0.0,42918.4602,24489.1007,78520.2271,528571.8947,26698.7681,33426.0371
2016-02-04 00:00:00,143966.1465,40648.9477,0.0,37270.3959,24019.4251,82454.3536,1063592.4359,30450.0769,44304.012
2016-02-04 01:00:00,143966.1465,15151.7707,0.0,33589.219,25806.8358,78173.0552,1535295.9252,31505.1325,39168.3823
2016-02-04 02:00:00,116750.8994,12865.8169,0.0,38116.9022,40482.2782,78917.4848,1604773.2122,40150.727,41490.0029
2016-02-04 03:00:00,96169.373,13539.8802,0.0,39282.7679,32130.1357,82041.0355,1551272.0167,36428.7253,47600.035
2016-02-04 04:00:00,88177.2096,14858.6997,0.0,36237.6137,36588.5076,77744.5561,1406360.1594,39212.8998,31559.7316
2016-02-04 05:00:00,82699.0972,15415.5346,0.0,38386.9378,36182.8973,82131.2721,1555496.3714,29776.0136,34288.0761
2016-02-04 06:00:00,80692.2349,14331.1719,0.0,36541.7335,36431.7732,81292.7374,1708562.7242,47741.2659,47651.088
2016-02-04 07:00:00,69606.3847,15415.5346,0.0,41272.5442,31945.882,81117.305,1886202.377,31974.0461,40495.3492
2016-02-04 08:00:00,79538.6488,19020.3079,0.0,46109.9155,26108.6403,80713.4239,1952269.2846,36164.9614,44939.5071
2016-02-04 09:00:00,71680.9171,19284.0718,0.0,39981.3906,20330.1887,82775.7352,1720398.6017,20954.5765,40123.9696
2016-02-04 10:00:00,71534.9384,15415.5346,0.0,39713.9047,27924.7134,79039.08,1194236.7763,35578.8194,28302.2475
2016-02-04 11:00:00,68594.2347,13920.8725,0.0,36669.8934,24206.4044,82523.6649,824264.3269,26874.6107,25839.4839
2016-02-04 12:00:00,65728.4399,25467.8699,0.0,42835.609,23679.873,80100.4659,289345.6573,21687.254,36810.6847
2016-02-04 13:00:00,64041.6112,32736.0307,0.0,41959.7957,17894.505,81845.5279,327882.1492,22156.1676,40873.6452
2016-02-04 14:00:00,66484.6217,35549.5123,0.0,46184.0038,21178.8637,77539.758,358418.7993,29629.4781,30689.809
2016-02-04 15:00:00,66659.7902,37688.9306,0.0,41598.996,11826.2354,82653.2609,379608.0084,19137.5363,31865.9615
2016-02-04 16:00:00,67862.9639,37425.1667,0.0,43436.0529,29909.6833,79177.2923,570003.1955,22888.8451,27144.0895
2016-02-04 17:00:00,67500.3765,47624.0375,0.0,43475.9692,15865.5744,83734.136,482891.8558,15503.4559,25608.1337
2016-02-04 18:00:00,67077.3578,39300.8211,0.0,46481.764,12421.5799,81641.31599999999,620886.2118,15855.1411,39397.1828
2016-02-04 19:00:00,60309.2054,37835.4661,0.0,50009.7527,21165.7635,87862.7444,613786.1858,26874.6107,46312.1345
2016-02-04 20:00:00,69192.4219,47624.0375,0.0,44304.1292,14787.6593,84640.3995,668926.4687,24149.0504,38884.5724
2016-02-04 21:00:00,66896.0934,47360.2736,0.0,44443.25,22734.8949,88451.3775,717915.0448,26229.8545,49730.075
2016-02-04 22:00:00,69071.5594,38245.7655,0.0,43308.9187,30840.9457,85229.0033,377596.6622,33585.9366,44661.8224
2016-02-04 23:00:00,65509.8089,37571.7022,0.0,47135.8398,23369.8625,86275.2081,230357.9969,22830.2309,28480.4346
2016-02-05 00:00:00,69861.0048,41176.4755,0.0,38822.9688,15327.1151,80787.1899,186748.5925,33175.6372,23824.2398
2016-02-05 01:00:00,65690.8682,10843.627,0.0,36800.7789,19952.8305,83756.7611,151160.2483,26698.7681,25710.4448
2016-02-05 02:00:00,67389.244,9231.7365,0.0,33098.3837,20231.3359,85983.1922,131729.2307,27636.5953,24228.8829
2016-02-05 03:00:00,65385.3417,8704.2087,0.0,40428.5876,35770.4878,84655.7271,268184.9346,28017.5876,22929.1717
2016-02-05 04:00:00,63995.4525,14067.408,0.0,33344.153,21800.057,82007.9478,244341.8797,23768.0581,26889.2349
2016-02-05 05:00:00,68406.8451,15796.5269,0.0,35306.6737,15546.508,83036.0995,189449.5348,26874.6107,30219.6059
2016-02-05 06:00:00,66946.5602,15943.0624,0.0,33085.6937,9250.581,85259.0723,180262.8727,29512.2497,27920.7862
2016-02-05 07:00:00,0.0,15151.7707,0.0,0.0,7949.9026,84565.9301,247116.4121,24881.7279,27563.0345
2016-02-05 08:00:00,140219.2631,19694.3712,0.0,34967.4147,12489.8654,82285.9257,204573.7276,20602.8913,37679.6989
2016-02-05 09:00:00,138926.6735,14594.9358,0.0,28696.9555,11398.3518,83660.8096,214602.5586,19987.4422,26572.0442
2016-02-05 10:00:00,138420.1589,14858.6997,0.0,35049.0643,13803.351,82789.3337,308736.8172,24266.2788,31995.4403
2016-02-05 11:00:00,144289.3452,15943.0624,0.0,27912.844,11975.9654,80212.7414,221683.6228,14917.3139,26516.7417
2016-02-05 12:00:00,144289.3452,28838.1864,0.0,36192.3635,15084.1885,78917.4848,229449.7699,20514.97,31052.455
2016-02-05 13:00:00,144289.3452,32325.7313,0.0,44323.38400000001,11596.0868,83007.7302,209326.4307,23855.9794,34614.2641
2016-02-05 14:00:00,141494.1806,33410.094,0.0,36510.9317,12400.1271,81088.6427,259076.7569,19665.0641,32187.0501
2016-02-05 15:00:00,141494.1806,36340.804,0.0,36910.0651,11657.661,79831.2216,332716.795,26815.9965,31032.8779
2016-02-05 16:00:00,89269.0163,38509.5294,0.0,34506.6778,12910.1878,83112.0049,307500.1748,23152.609,33471.9906
2016-02-05 17:00:00,98317.9058,34728.9135,0.0,39423.5299,12681.358,84532.1097,228138.834,20456.3558,32791.0694
2016-02-05 18:00:00,100944.9063,34875.449,0.0,52717.1426,14017.3808,85870.8874,286696.5592,18141.0949,28184.1985
2016-02-05 19:00:00,97041.8747,33410.094,0.0,48390.0665,17222.5225,83119.4489,390580.9384,25262.7202,22006.4083
2016-02-05 20:00:00,95351.8514,39447.3566,0.0,47360.3615,12633.9391,89473.785,278519.5852,17818.7168,36952.0329
2016-02-05 21:00:00,99367.862,36487.3395,0.0,49147.7429,7065.6194,90741.3757,227016.5186,20427.0487,18733.831
2016-02-05 22:00:00,94754.3383,47096.5097,0.0,43540.4448,13657.6068,89463.3224,325010.0534,16792.9683,29442.2937
2016-02-05 23:00:00,99988.9087,36223.5756,0.0,38049.8475,2710.2034,87297.3225,358216.6975,14301.8648,20791.7756
2016-02-06 00:00:00,87424.4274,34465.1496,0.0,31497.1024,17291.8631,80068.2281,197067.0363,26141.9332,29918.2996
2016-02-06 01:00:00,91754.7859,8176.6809,0.0,31425.593,10854.0896,81632.8756,360694.6421,18727.2369,28761.0501
2016-02-06 02:00:00,87015.8865,7356.0821,0.0,35339.6735,18860.8187,79047.8135,267095.8535,27724.5166,26126.6056
2016-02-06 03:00:00,90937.7333,7209.5466,0.0,33740.9125,10370.669,78092.5779,182215.3117,18141.0949,22841.9244
2016-02-06 04:00:00,90447.5134,12983.0453,0.0,37629.8475,15124.0169,77175.4415,307473.4761,18756.544,29326.0324
2016-02-06 05:00:00,88813.4081,12719.2814,0.0,28200.9328,11302.8693,78141.8431,303040.9237,24324.893,27871.7262
2016-02-06 06:00:00,90284.097,16617.1257,0.0,30299.9659,12408.1865,77697.0199,270270.5744,13950.1796,24146.6472
2016-02-06 07:00:00,90856.0251,15532.763,0.0,30860.2591,12927.3032,79398.7074,186350.5728,19752.9854,24648.0038
2016-02-06 08:00:00,86198.8338,17144.6535,0.0,29992.9741,12937.59,79089.9278,245923.2322,20251.2061,29965.484
2016-02-06 09:00:00,89385.3362,12719.2814,0.0,27472.6514,11265.8837,81529.7439,230339.8851,16324.0547,28872.0654
2016-02-06 10:00:00,88323.1883,14594.9358,0.0,30103.1395,12886.2146,79392.4064,217428.2905,17906.6381,15029.6773
2016-02-06 11:00:00,90529.2216,8821.4371,0.0,28139.4758,13903.9623,82007.5375,227983.0961,15679.2985,25163.2812
2016-02-06 12:00:00,83460.9352,12455.5175,0.0,33094.1342,13841.5089,79261.2278,233339.584,15679.2985,19961.0951
2016-02-06 13:00:00,83416.1247,12602.053,0.0,32661.0338,16872.5078,81088.6427,206917.387,17173.9606,25194.757
2016-02-06 14:00:00,85728.5428,41733.3104,0.0,36368.763,12690.6484,79067.8889,237627.7989,17349.8032,24897.29
2016-02-06 15:00:00,88599.0853,31241.3686,0.0,35216.2906,12350.9791,79089.9278,245241.6663,15855.1411,31030.7092
2016-02-06 16:00:00,90907.6349,32472.2668,0.0,36687.888,12384.8874,77727.6752,341281.4433,18287.6304,27600.8113
2016-02-06 17:00:00,94519.8522,31534.4396,0.0,38911.5935,5972.4353,75863.8608,251178.3762,23855.9794,29985.6473
2016-02-06 18:00:00,93965.8015,33146.3301,0.0,40948.8766,26200.1664,78419.821,775988.3237,26112.6261,29644.5126
2016-02-06 19:00:00,93203.5238,32589.4952,0.0,40437.7607,28059.7019,76594.5455,248286.4688,25262.7202,26535.1173
2016-02-06 20:00:00,101981.9674,30713.8408,0.0,41694.332,18177.9632,82780.1606,300803.8249,17877.331000000002,44889.8609
2016-02-06 21:00:00,91105.6923,32325.7313,0.0,35604.4045,14427.6802,81729.5304,268109.5861,20544.2771,30502.097
2016-02-06 22:00:00,93281.3927,30450.0769,0.0,30025.9445,29995.3186,76023.1156,252982.3454,17115.3464,21625.1229
2016-02-06 23:00:00,87994.3333,32472.2668,0.0,28796.5117,12110.9246,78926.5114,250347.9009,20661.5055,22717.4865
2016-02-07 00:00:00,89857.9132,32208.5029,0.0,30904.7472,15343.4098,75298.1459,234099.4292,25702.3267,23151.6419
2016-02-07 01:00:00,86778.9385,7883.6099,0.0,31235.6244,11663.0242,70661.411,283619.6361,21863.0966,22980.1953
2016-02-07 02:00:00,96486.2121,8176.6809,0.0,31945.7941,13507.8182,77071.4599,235109.4105,16499.8973,20816.5401
2016-02-07 03:00:00,99041.9377,8030.1454,0.0,31596.4241,12393.5623,76218.7405,228144.9299,21013.1907,24084.3989
2016-02-07 04:00:00,103439.9663,12865.8169,0.0,27822.5488,13035.2706,74608.1395,277929.9264,25731.6338,24059.6051
2016-02-07 05:00:00,105705.0827,12455.5175,0.0,25294.7529,15110.7115,71154.0633,220618.1046,14067.408,20330.5404
2016-02-07 06:00:00,99947.2633,16617.1257,0.0,28548.222,11791.4772,75132.0332,255547.1563,19313.3789,26946.5889
2016-02-07 07:00:00,102106.4346,16617.1257,0.0,28157.8807,14804.0713,73602.4957,223970.4265,20514.97,32895.9009
2016-02-07 08:00:00,101453.7069,14331.1719,0.0,27922.2516,18468.8362,72405.62299999999,228810.0252,15093.1565,18780.4
2016-02-07 09:00:00,101495.3523,13657.1086,0.0,29975.507,10992.2726,72147.281,287672.7201,18287.6304,19512.5793
2016-02-07 10:00:00,101305.2371,13657.1086,0.0,25278.4288,16026.2359,73212.3596,277795.8171,20075.3635,20588.6774
2016-02-07 11:00:00,100356.0095,14858.6997,0.0,27488.9461,13086.9683,75540.4863,198375.7155,21775.1753,14593.4118
2016-02-07 12:00:00,97626.4634,27490.0598,0.0,27705.6721,15077.0376,73049.0897,259496.9035,19137.5363,30874.7954
2016-02-07 13:00:00,101629.7839,32208.5029,0.0,30144.9607,19110.0169,71312.9078,253968.4414,18053.1736,20374.3545
2016-02-07 14:00:00,99834.0793,32999.7946,0.0,32250.6758,11741.6552,71790.5256,253558.6696,19811.5996,25960.112
2016-02-07 15:00:00,98718.2701,31124.1402,0.0,30991.6721,12292.277,73151.4887,387812.1794,17349.8032,26006.2706
2016-02-07 16:00:00,105931.187,30860.3763,0.0,33753.837,12939.4656,70669.8514,311485.7353,19928.828,26388.4059
2016-02-07 17:00:00,103981.5908,30039.7775,0.0,23289.3559,2557.2203,70862.7801,378357.3866,20104.6706,22823.3144
2016-02-07 18:00:00,110690.8945,32325.7313,0.0,30554.3223,10898.8123,73481.7504,383009.4491,19489.2215,26364.6965
2016-02-07 19:00:00,97513.7483,30450.0769,0.0,28876.1391,18397.1803,72986.9294,273507.485,19577.1428,31260.7699
2016-02-07 20:00:00,96194.0203,31534.4396,0.0,33352.7986,16847.7433,72534.8087,251226.7329,24442.1214,27876.3274
2016-02-07 21:00:00,92740.9112,31241.3686,0.0,40527.0302,18608.1328,74079.6739,276570.4579,29453.6355,18716.0416
2016-02-07 22:00:00,98269.6956,32061.9674,0.0,30713.4305,19103.0712,73891.1999,300245.9056,16939.5038,20388.5099
2016-02-07 23:00:00,90511.5787,29101.9503,0.0,27806.0783,23062.8414,71442.3573,327751.674,14243.2506,27698.3454
2016-02-08 00:00:00,99161.4228,32208.5029,0.0,26347.4639,12531.5401,73374.4865,322761.5248,16939.5038,23469.0964
2016-02-08 01:00:00,98448.0586,8821.4371,0.0,27911.3787,5050.2581,74820.0885,241598.0317,19489.2215,19012.5708
2016-02-08 02:00:00,93572.9105,8030.1454,0.0,27079.9069,6853.7584,74024.2542,249269.0186,21687.254,23806.7142
2016-02-08 03:00:00,91105.2233,8176.6809,0.0,35644.3501,10148.4333,71441.5074,260505.7418,15913.7553,21091.2941
2016-02-08 04:00:00,92382.3975,12719.2814,0.0,28102.9592,15267.1234,73862.5669,237272.7727,22830.2309,21848.0328
2016-02-08 05:00:00,95560.3128,19284.0718,0.0,30710.9101,10715.0274,69240.72,246262.286,18111.7878,22763.0004
2016-02-08 06:00:00,94866.6138,12308.982,0.0,27671.2949,15439.2734,74730.8777,214719.025,17642.8742,21083.5277
2016-02-08 07:00:00,96919.4296,15532.763,0.0,28930.4158,11944.1086,70040.2763,232210.0005,23474.9871,23450.2812
2016-02-08 08:00:00,95751.571,14594.9358,0.0,27081.8705,14490.3388,72211.8738,504744.3432,16529.2044,22343.2055
2016-02-08 09:00:00,96124.5331,12865.8169,0.0,27246.8988,11479.1515,71599.7657,205868.7497,18580.7014,26616.7082
2016-02-08 10:00:00,94702.7285,13803.6441,0.0,25747.6941,14904.8584,72616.7221,241248.0464,28252.0444,32786.9078
2016-02-08 11:00:00,94535.7073,14067.408,0.0,36264.3125,9788.4249,71923.9902,180247.0468,22742.3096,27524.4663
2016-02-08 12:00:00,94535.7073,27900.3592,0.0,36119.9457,10911.5902,73697.4507,275921.4522,14067.408,23796.3101
2016-02-08 13:00:00,93211.6712,30596.6124,0.0,31861.5068,10253.4113,69614.2097,278200.4016,15268.9991,18260.1403
2016-02-08 14:00:00,95065.3159,33791.0863,0.0,35860.9589,11025.5655,72984.7899,309153.3297,25174.7989,43206.4904
2016-02-08 15:00:00,95153.5889,32061.9674,0.0,31874.695,11905.1595,74332.1546,224282.4299,14507.0145,20124.365
2016-02-08 16:00:00,101814.9169,34465.1496,0.0,33797.1236,9352.7748,77005.8706,299031.3608,15737.9127,25580.8195
2016-02-08 17:00:00,101814.9169,35021.9845,0.0,38278.355,29733.2545,75645.0247,428088.8097,18463.473,26999.8692
2016-02-08 18:00:00,104878.095,31534.4396,0.0,47593.7926,25585.4793,80337.619,431408.3956,16675.7399,25345.0438
2016-02-08 19:00:00,96294.7488,33791.0863,0.0,40438.2297,12755.1826,77487.7673,281547.5948,15005.2352,20809.477
2016-02-08 20:00:00,97168.833,39564.585,0.0,41972.2805,14507.0438,72047.6075,321241.219,24676.5782,27385.7851
2016-02-08 21:00:00,95858.835,39974.8844,0.0,39515.5249,26424.0727,78372.6951,320271.066,21130.4191,26154.5353
2016-02-08 22:00:00,104315.428,35549.5123,0.0,38450.0946,12945.1512,78436.2915,312877.7639,17027.4251,26036.369
2016-02-08 23:00:00,98498.7306,34465.1496,0.0,37246.1882,23179.3078,74828.4117,242012.3169,20866.6552,35346.7072
2016-02-09 00:00:00,96152.3749,35959.8117,0.0,32306.7989,24658.3785,79204.7823,209723.3074,18199.7091,22925.5083
2016-02-09 01:00:00,96241.3219,11664.2258,0.0,31604.7766,18580.2032,72964.5974,230333.8479,25086.8776,33557.5673
2016-02-09 02:00:00,98553.9745,10697.0915,0.0,30638.1992,12987.6172,78520.2271,229947.4044,26464.3113,32447.6488
2016-02-09 03:00:00,102010.9228,9378.272,0.0,31328.0004,17784.6326,78999.4275,245025.1161,28574.4225,29805.6724
2016-02-09 04:00:00,99811.4542,12308.982,0.0,27588.1507,7919.8042,78092.5779,272565.5841,20690.8126,27900.4764
2016-02-09 05:00:00,103916.1774,11517.6903,0.0,31671.2744,8903.4677,77279.13,211751.1829,27167.6817,26007.0033
2016-02-09 06:00:00,102534.9044,10316.0992,0.0,27029.909,21434.2165,74984.7944,209653.9375,23474.9871,31710.927000000003
2016-02-09 07:00:00,106460.1216,19166.8434,0.0,30675.7709,9264.1502,78751.3722,218615.9315,22976.7664,31409.943
2016-02-09 08:00:00,108183.4083,17965.2523,0.0,27440.8825,15631.1176,76598.8536,239665.4337,20280.5132,37164.5094
2016-02-09 09:00:00,104832.5811,15151.7707,0.0,32132.1286,10343.9996,71923.9902,228851.7878,21980.325,27740.401
2016-02-09 10:00:00,104162.4156,14331.1719,0.0,28049.7668,16393.5711,75986.599,181561.2944,19254.7647,29661.6573
2016-02-09 11:00:00,98322.4191,15005.2352,0.0,29878.9987,9618.7368,74353.9297,205091.5254,16177.5192,30084.4708
2016-02-09 12:00:00,102630.6214,27490.0598,0.0,36697.5593,15227.9105,76258.7154,408669.6615,0.0,25454.7403
2016-02-09 13:00:00,102056.2023,32061.9674,0.0,39784.5641,14680.1022,77619.2389,215431.5685,18492.7801,30284.6676
2016-02-09 14:00:00,105502.7465,35549.5123,0.0,36208.7462,15638.6789,75442.3661,157407.76,20514.97,30838.5425
2016-02-09 15:00:00,104832.5811,33673.8579,0.0,39173.1887,12349.3965,79047.8135,582031.3862,26464.3113,22965.7762
2016-02-09 16:00:00,104162.4156,35959.8117,0.0,39421.8887,11728.2911,79261.2278,383031.4294,15268.9991,21240.5259
2016-02-09 17:00:00,99662.75,35021.9845,0.0,42500.453,3932.6611,79078.9083,285172.5607,21276.9546,31879.7652
2016-02-09 18:00:00,109140.7834,32999.7946,0.0,44322.1531,18131.4236,80560.6167,260087.0605,20163.2848,27804.4664
2016-02-09 19:00:00,112395.8644,40502.4122,0.0,43783.4007,27757.3699,81398.1257,256924.5607,13539.8802,27483.3778
2016-02-09 20:00:00,101003.0809,37952.6945,0.0,43353.4655,24276.126,80916.7859,270378.6883,15591.3772,36461.5786
